"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Division 8: Mountain","CENS-D8","2008","2008","Mar., 2008","2008/03","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Mar., 2008","2008/03","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","15-24 years","15-24",24,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","25-34 years","25-34",62,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","35-44 years","35-44",66,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","45-54 years","45-54",97,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","55-64 years","55-64",44,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","15-24 years","15-24",32,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","25-34 years","25-34",52,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","35-44 years","35-44",54,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","45-54 years","45-54",106,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","55-64 years","55-64",31,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","15-24 years","15-24",20,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","25-34 years","25-34",61,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","35-44 years","35-44",82,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","45-54 years","45-54",102,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","55-64 years","55-64",37,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","15-24 years","15-24",22,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","25-34 years","25-34",54,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","35-44 years","35-44",68,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","45-54 years","45-54",84,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","55-64 years","55-64",25,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","15-24 years","15-24",23,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","25-34 years","25-34",58,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","35-44 years","35-44",83,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","45-54 years","45-54",92,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","55-64 years","55-64",40,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","65-74 years","65-74",14,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","15-24 years","15-24",27,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","25-34 years","25-34",63,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","35-44 years","35-44",67,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","45-54 years","45-54",109,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","55-64 years","55-64",52,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","15-24 years","15-24",24,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","25-34 years","25-34",44,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","35-44 years","35-44",59,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","45-54 years","45-54",111,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","55-64 years","55-64",43,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","15-24 years","15-24",29,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","25-34 years","25-34",54,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","35-44 years","35-44",77,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","45-54 years","45-54",94,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","55-64 years","55-64",35,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","15-24 years","15-24",35,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","25-34 years","25-34",62,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","35-44 years","35-44",64,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","45-54 years","45-54",90,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","55-64 years","55-64",42,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","15-24 years","15-24",27,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","25-34 years","25-34",66,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","35-44 years","35-44",61,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","45-54 years","45-54",78,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","55-64 years","55-64",33,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","15-24 years","15-24",28,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","25-34 years","25-34",55,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","35-44 years","35-44",70,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","45-54 years","45-54",91,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","55-64 years","55-64",36,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","15-24 years","15-24",34,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","25-34 years","25-34",64,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","35-44 years","35-44",74,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","45-54 years","45-54",109,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","55-64 years","55-64",51,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","15-24 years","15-24",34,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","25-34 years","25-34",51,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","35-44 years","35-44",82,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","45-54 years","45-54",115,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","55-64 years","55-64",47,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","15-24 years","15-24",42,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","25-34 years","25-34",63,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","35-44 years","35-44",82,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","45-54 years","45-54",109,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","55-64 years","55-64",50,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","85+ years","85+",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","15-24 years","15-24",34,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","25-34 years","25-34",75,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","35-44 years","35-44",64,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","45-54 years","45-54",88,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","55-64 years","55-64",42,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","15-24 years","15-24",34,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","25-34 years","25-34",58,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","35-44 years","35-44",60,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","45-54 years","45-54",104,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","55-64 years","55-64",56,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","15-24 years","15-24",28,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","25-34 years","25-34",77,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","35-44 years","35-44",87,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","45-54 years","45-54",96,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","55-64 years","55-64",41,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09","15-24 years","15-24",37,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09","25-34 years","25-34",70,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09","35-44 years","35-44",69,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09","45-54 years","45-54",92,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09","55-64 years","55-64",34,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
