"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code",Deaths,Population,Crude Rate
,"Division 7: West South Central","CENS-D7","2013","2013","Sep., 2013","2013/09",369,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2013","2013","Oct., 2013","2013/10",368,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2013","2013","Nov., 2013","2013/11",415,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2013","2013","Dec., 2013","2013/12",418,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Jan., 2014","2014/01",446,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Feb., 2014","2014/02",457,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Mar., 2014","2014/03",443,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Apr., 2014","2014/04",423,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","May, 2014","2014/05",412,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Jun., 2014","2014/06",426,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Jul., 2014","2014/07",390,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Aug., 2014","2014/08",423,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Sep., 2014","2014/09",400,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Oct., 2014","2014/10",407,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Nov., 2014","2014/11",411,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2014","2014","Dec., 2014","2014/12",418,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Jan., 2015","2015/01",444,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Feb., 2015","2015/02",379,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Mar., 2015","2015/03",505,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Apr., 2015","2015/04",411,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","May, 2015","2015/05",441,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Jun., 2015","2015/06",429,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Jul., 2015","2015/07",465,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Aug., 2015","2015/08",455,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Sep., 2015","2015/09",441,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Oct., 2015","2015/10",426,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Nov., 2015","2015/11",387,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2015","2015","Dec., 2015","2015/12",395,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Jan., 2016","2016/01",443,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Feb., 2016","2016/02",464,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Mar., 2016","2016/03",459,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Apr., 2016","2016/04",465,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","May, 2016","2016/05",495,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Jun., 2016","2016/06",478,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Jul., 2016","2016/07",531,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Aug., 2016","2016/08",504,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Sep., 2016","2016/09",464,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Oct., 2016","2016/10",465,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Nov., 2016","2016/11",428,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2016","2016","Dec., 2016","2016/12",477,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Jan., 2017","2017/01",501,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Feb., 2017","2017/02",471,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Mar., 2017","2017/03",512,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Apr., 2017","2017/04",510,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","May, 2017","2017/05",516,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Jun., 2017","2017/06",504,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Jul., 2017","2017/07",552,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Aug., 2017","2017/08",467,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Sep., 2017","2017/09",471,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Oct., 2017","2017/10",449,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Nov., 2017","2017/11",547,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2017","2017","Dec., 2017","2017/12",538,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Jan., 2018","2018/01",519,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Feb., 2018","2018/02",487,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Mar., 2018","2018/03",525,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Apr., 2018","2018/04",490,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","May, 2018","2018/05",542,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Jun., 2018","2018/06",541,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Jul., 2018","2018/07",527,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Aug., 2018","2018/08",531,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Sep., 2018","2018/09",480,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Oct., 2018","2018/10",473,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Nov., 2018","2018/11",452,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2018","2018","Dec., 2018","2018/12",457,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Jan., 2019","2019/01",486,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Feb., 2019","2019/02",429,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Mar., 2019","2019/03",504,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Apr., 2019","2019/04",482,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","May, 2019","2019/05",523,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Jun., 2019","2019/06",487,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Jul., 2019","2019/07",522,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Aug., 2019","2019/08",569,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Sep., 2019","2019/09",512,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Oct., 2019","2019/10",562,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Nov., 2019","2019/11",582,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2019","2019","Dec., 2019","2019/12",577,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Jan., 2020","2020/01",581,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Feb., 2020","2020/02",528,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Mar., 2020","2020/03",623,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Apr., 2020","2020/04",688,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","May, 2020","2020/05",787,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Jun., 2020","2020/06",703,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Jul., 2020","2020/07",804,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Aug., 2020","2020/08",796,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Sep., 2020","2020/09",661,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Oct., 2020","2020/10",653,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Nov., 2020","2020/11",654,Not Applicable,Not Applicable
,"Division 7: West South Central","CENS-D7","2020","2020","Dec., 2020","2020/12",752,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Jan., 1999","1999/01",153,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Feb., 1999","1999/02",130,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Mar., 1999","1999/03",171,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Apr., 1999","1999/04",171,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","May, 1999","1999/05",152,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Jun., 1999","1999/06",155,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Jul., 1999","1999/07",164,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Aug., 1999","1999/08",170,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Sep., 1999","1999/09",129,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Oct., 1999","1999/10",172,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Nov., 1999","1999/11",157,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","1999","1999","Dec., 1999","1999/12",138,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Jan., 2000","2000/01",177,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Feb., 2000","2000/02",148,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Mar., 2000","2000/03",170,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Apr., 2000","2000/04",173,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","May, 2000","2000/05",173,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Jun., 2000","2000/06",158,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Jul., 2000","2000/07",178,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Aug., 2000","2000/08",180,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Sep., 2000","2000/09",162,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Oct., 2000","2000/10",148,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Nov., 2000","2000/11",150,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2000","2000","Dec., 2000","2000/12",134,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Jan., 2001","2001/01",143,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Feb., 2001","2001/02",150,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Mar., 2001","2001/03",160,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Apr., 2001","2001/04",173,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","May, 2001","2001/05",171,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Jun., 2001","2001/06",180,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Jul., 2001","2001/07",210,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Aug., 2001","2001/08",180,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Sep., 2001","2001/09",167,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Oct., 2001","2001/10",174,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Nov., 2001","2001/11",175,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2001","2001","Dec., 2001","2001/12",200,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Jan., 2002","2002/01",186,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Feb., 2002","2002/02",176,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Mar., 2002","2002/03",217,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Apr., 2002","2002/04",192,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","May, 2002","2002/05",202,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Jun., 2002","2002/06",230,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Jul., 2002","2002/07",238,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Aug., 2002","2002/08",212,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Sep., 2002","2002/09",202,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Oct., 2002","2002/10",206,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Nov., 2002","2002/11",209,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2002","2002","Dec., 2002","2002/12",207,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Jan., 2003","2003/01",226,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Feb., 2003","2003/02",189,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Mar., 2003","2003/03",228,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Apr., 2003","2003/04",240,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","May, 2003","2003/05",227,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Jun., 2003","2003/06",227,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Jul., 2003","2003/07",268,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Aug., 2003","2003/08",242,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Sep., 2003","2003/09",212,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Oct., 2003","2003/10",231,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Nov., 2003","2003/11",222,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2003","2003","Dec., 2003","2003/12",238,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Jan., 2004","2004/01",242,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Feb., 2004","2004/02",233,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Mar., 2004","2004/03",258,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Apr., 2004","2004/04",233,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","May, 2004","2004/05",237,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Jun., 2004","2004/06",227,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Jul., 2004","2004/07",257,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Aug., 2004","2004/08",239,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Sep., 2004","2004/09",208,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Oct., 2004","2004/10",233,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Nov., 2004","2004/11",214,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2004","2004","Dec., 2004","2004/12",248,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Jan., 2005","2005/01",251,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Feb., 2005","2005/02",256,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Mar., 2005","2005/03",251,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Apr., 2005","2005/04",288,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","May, 2005","2005/05",293,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Jun., 2005","2005/06",225,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Jul., 2005","2005/07",288,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Aug., 2005","2005/08",271,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Sep., 2005","2005/09",266,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Oct., 2005","2005/10",258,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Nov., 2005","2005/11",285,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2005","2005","Dec., 2005","2005/12",268,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Jan., 2006","2006/01",234,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Feb., 2006","2006/02",258,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Mar., 2006","2006/03",304,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Apr., 2006","2006/04",291,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","May, 2006","2006/05",285,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Jun., 2006","2006/06",290,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Jul., 2006","2006/07",332,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Aug., 2006","2006/08",280,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Sep., 2006","2006/09",270,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Oct., 2006","2006/10",292,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Nov., 2006","2006/11",234,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2006","2006","Dec., 2006","2006/12",325,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Jan., 2007","2007/01",298,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Feb., 2007","2007/02",317,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Mar., 2007","2007/03",320,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Apr., 2007","2007/04",312,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","May, 2007","2007/05",303,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Jun., 2007","2007/06",319,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Jul., 2007","2007/07",310,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Aug., 2007","2007/08",318,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Sep., 2007","2007/09",315,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Oct., 2007","2007/10",329,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Nov., 2007","2007/11",307,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2007","2007","Dec., 2007","2007/12",316,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jan., 2008","2008/01",358,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Feb., 2008","2008/02",325,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Mar., 2008","2008/03",292,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Apr., 2008","2008/04",305,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","May, 2008","2008/05",292,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jun., 2008","2008/06",320,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Jul., 2008","2008/07",263,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Aug., 2008","2008/08",320,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Sep., 2008","2008/09",339,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Oct., 2008","2008/10",299,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Nov., 2008","2008/11",301,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2008","2008","Dec., 2008","2008/12",307,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jan., 2009","2009/01",281,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Feb., 2009","2009/02",297,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Mar., 2009","2009/03",353,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Apr., 2009","2009/04",344,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","May, 2009","2009/05",363,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jun., 2009","2009/06",327,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Jul., 2009","2009/07",329,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Aug., 2009","2009/08",352,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Sep., 2009","2009/09",316,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Oct., 2009","2009/10",336,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Nov., 2009","2009/11",345,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2009","2009","Dec., 2009","2009/12",318,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Jan., 2010","2010/01",355,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Feb., 2010","2010/02",306,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Mar., 2010","2010/03",331,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Apr., 2010","2010/04",326,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","May, 2010","2010/05",354,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Jun., 2010","2010/06",338,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Jul., 2010","2010/07",359,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Aug., 2010","2010/08",360,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Sep., 2010","2010/09",367,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Oct., 2010","2010/10",309,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Nov., 2010","2010/11",313,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2010","2010","Dec., 2010","2010/12",323,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Jan., 2011","2011/01",357,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Feb., 2011","2011/02",358,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Mar., 2011","2011/03",421,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Apr., 2011","2011/04",333,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","May, 2011","2011/05",379,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Jun., 2011","2011/06",356,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Jul., 2011","2011/07",407,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Aug., 2011","2011/08",402,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Sep., 2011","2011/09",365,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Oct., 2011","2011/10",312,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Nov., 2011","2011/11",361,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2011","2011","Dec., 2011","2011/12",359,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Jan., 2012","2012/01",386,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Feb., 2012","2012/02",356,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Mar., 2012","2012/03",375,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Apr., 2012","2012/04",372,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","May, 2012","2012/05",389,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Jun., 2012","2012/06",371,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Jul., 2012","2012/07",365,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Aug., 2012","2012/08",358,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Sep., 2012","2012/09",368,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Oct., 2012","2012/10",376,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Nov., 2012","2012/11",378,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2012","2012","Dec., 2012","2012/12",383,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2013","2013","Jan., 2013","2013/01",417,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2013","2013","Feb., 2013","2013/02",382,Not Applicable,Not Applicable
,"Division 8: Mountain","CENS-D8","2013","2013","Mar., 2013","2013/03",384,Not Applicable,Not Applicable
