Notes,Census Division,Census Division Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,35-39 years,35-39,16,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,40-44 years,40-44,27,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,45-49 years,45-49,17,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,50-54 years,50-54,16,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,55-59 years,55-59,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,60-64 years ,60-64,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,65-69 years,65-69,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,70-74 years,70-74,0,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,75-79 years,75-79,0,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,90-94 years,90-94,0,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,100+ years,100+,0,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Sep., 2004",2004/09,Not Stated,NS,0,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2004,2004,"Oct., 2004",2004/10,< 1 year,1,0,Not Applicable,Not Applicable
