"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Census Division","Census Division Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2007","2007",982,6922988,14.2,13.3,15.1,0.5
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2008","2008",1004,6997911,14.3,13.5,15.2,0.5
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2009","2009",1041,7059418,14.7,13.9,15.6,0.5
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2010","2010",912,7084442,12.9,12.0,13.7,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2011","2011",915,7055873,13.0,12.1,13.8,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2012","2012",819,7009457,11.7,10.9,12.5,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2013","2013",766,6957689,11.0,10.2,11.8,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2014","2014",798,6977337,11.4,10.6,12.2,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2015","2015",726,6978505,10.4,9.6,11.2,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2016","2016",632,6931213,9.1,8.4,9.8,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2017","2017",663,6889141,9.6,8.9,10.4,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2018","2018",683,6776920,10.1,9.3,10.8,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2019","2019",752,6666526,11.3,10.5,12.1,0.4
,"45-54 years","45-54","Division 9: Pacific","CENS-D9","2020","2020",1244,6592408,18.9,17.8,19.9,0.5
,"55-64 years","55-64","Division 1: New England","CENS-D1","1999","1999",16,1204489,Unreliable,0.8,2.2,0.3
,"55-64 years","55-64","Division 1: New England","CENS-D1","2000","2000",15,1233775,Unreliable,0.7,2.0,0.3
,"55-64 years","55-64","Division 1: New England","CENS-D1","2001","2001",27,1277581,2.1,1.4,3.1,0.4
,"55-64 years","55-64","Division 1: New England","CENS-D1","2002","2002",34,1365998,2.5,1.7,3.5,0.4
,"55-64 years","55-64","Division 1: New England","CENS-D1","2003","2003",30,1435042,2.1,1.4,3.0,0.4
,"55-64 years","55-64","Division 1: New England","CENS-D1","2004","2004",49,1500019,3.3,2.4,4.3,0.5
,"55-64 years","55-64","Division 1: New England","CENS-D1","2005","2005",53,1560931,3.4,2.5,4.4,0.5
,"55-64 years","55-64","Division 1: New England","CENS-D1","2006","2006",82,1621756,5.1,4.0,6.3,0.6
,"55-64 years","55-64","Division 1: New England","CENS-D1","2007","2007",99,1676918,5.9,4.8,7.2,0.6
,"55-64 years","55-64","Division 1: New England","CENS-D1","2008","2008",102,1723059,5.9,4.8,7.1,0.6
,"55-64 years","55-64","Division 1: New England","CENS-D1","2009","2009",136,1784571,7.6,6.3,8.9,0.7
,"55-64 years","55-64","Division 1: New England","CENS-D1","2010","2010",122,1837727,6.6,5.5,7.8,0.6
,"55-64 years","55-64","Division 1: New England","CENS-D1","2011","2011",168,1914910,8.8,7.4,10.1,0.7
,"55-64 years","55-64","Division 1: New England","CENS-D1","2012","2012",147,1939713,7.6,6.4,8.8,0.6
,"55-64 years","55-64","Division 1: New England","CENS-D1","2013","2013",237,1977101,12.0,10.5,13.5,0.8
,"55-64 years","55-64","Division 1: New England","CENS-D1","2014","2014",274,2015237,13.6,12.0,15.2,0.8
,"55-64 years","55-64","Division 1: New England","CENS-D1","2015","2015",387,2053834,18.8,17.0,20.7,1.0
,"55-64 years","55-64","Division 1: New England","CENS-D1","2016","2016",499,2081791,24.0,21.9,26.1,1.1
,"55-64 years","55-64","Division 1: New England","CENS-D1","2017","2017",529,2108094,25.1,23.0,27.2,1.1
,"55-64 years","55-64","Division 1: New England","CENS-D1","2018","2018",551,2121115,26.0,23.8,28.1,1.1
,"55-64 years","55-64","Division 1: New England","CENS-D1","2019","2019",651,2127507,30.6,28.2,32.9,1.2
,"55-64 years","55-64","Division 1: New England","CENS-D1","2020","2020",747,2124685,35.2,32.6,37.7,1.3
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","1999","1999",35,3526853,1.0,0.7,1.4,0.2
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2000","2000",39,3573596,1.1,0.8,1.5,0.2
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2001","2001",62,3661445,1.7,1.3,2.2,0.2
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2002","2002",47,3863707,1.2,0.9,1.6,0.2
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2003","2003",75,4017466,1.9,1.5,2.3,0.2
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2004","2004",89,4161222,2.1,1.7,2.6,0.2
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2005","2005",110,4306545,2.6,2.1,3.0,0.2
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2006","2006",126,4449015,2.8,2.3,3.3,0.3
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2007","2007",194,4577280,4.2,3.6,4.8,0.3
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2008","2008",220,4680675,4.7,4.1,5.3,0.3
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2009","2009",204,4834407,4.2,3.6,4.8,0.3
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2010","2010",239,4972177,4.8,4.2,5.4,0.3
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2011","2011",307,5171369,5.9,5.3,6.6,0.3
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2012","2012",365,5228704,7.0,6.3,7.7,0.4
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2013","2013",466,5326043,8.7,8.0,9.5,0.4
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2014","2014",481,5421516,8.9,8.1,9.7,0.4
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2015","2015",561,5515670,10.2,9.3,11.0,0.4
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2016","2016",863,5567570,15.5,14.5,16.5,0.5
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2017","2017",1075,5628824,19.1,18.0,20.2,0.6
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2018","2018",1252,5623757,22.3,21.0,23.5,0.6
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2019","2019",1387,5625688,24.7,23.4,26.0,0.7
,"55-64 years","55-64","Division 2: Middle Atlantic","CENS-D2","2020","2020",1835,5597424,32.8,31.3,34.3,0.8
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","1999","1999",35,3854785,0.9,0.6,1.3,0.2
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2000","2000",39,3900163,1.0,0.7,1.4,0.2
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2001","2001",52,3991493,1.3,1.0,1.7,0.2
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2002","2002",85,4223609,2.0,1.6,2.5,0.2
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2003","2003",81,4403003,1.8,1.5,2.3,0.2
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2004","2004",108,4583055,2.4,1.9,2.8,0.2
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2005","2005",139,4774661,2.9,2.4,3.4,0.2
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2006","2006",182,4962230,3.7,3.1,4.2,0.3
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2007","2007",205,5136067,4.0,3.4,4.5,0.3
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2008","2008",298,5282409,5.6,5.0,6.3,0.3
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2009","2009",321,5476719,5.9,5.2,6.5,0.3
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2010","2010",384,5646424,6.8,6.1,7.5,0.3
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2011","2011",417,5893221,7.1,6.4,7.8,0.3
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2012","2012",472,5967768,7.9,7.2,8.6,0.4
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2013","2013",617,6088043,10.1,9.3,10.9,0.4
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2014","2014",779,6184430,12.6,11.7,13.5,0.5
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2015","2015",922,6274629,14.7,13.7,15.6,0.5
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2016","2016",1275,6324595,20.2,19.1,21.3,0.6
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2017","2017",1530,6364638,24.0,22.8,25.2,0.6
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2018","2018",1423,6373402,22.3,21.2,23.5,0.6
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2019","2019",1570,6360601,24.7,23.5,25.9,0.6
,"55-64 years","55-64","Division 3: East North Central","CENS-D3","2020","2020",1908,6302451,30.3,28.9,31.6,0.7
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","1999","1999",Suppressed,1623472,Suppressed,Suppressed,Suppressed,Suppressed
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2000","2000",13,1647254,Unreliable,0.4,1.3,0.2
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2001","2001",14,1691274,Unreliable,0.5,1.4,0.2
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2002","2002",16,1787136,Unreliable,0.5,1.5,0.2
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2003","2003",41,1865664,2.2,1.6,3.0,0.3
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2004","2004",42,1945808,2.2,1.6,2.9,0.3
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2005","2005",29,2031540,1.4,1.0,2.1,0.3
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2006","2006",59,2119772,2.8,2.1,3.6,0.4
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2007","2007",87,2208736,3.9,3.2,4.9,0.4
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2008","2008",102,2283056,4.5,3.6,5.3,0.4
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2009","2009",136,2373419,5.7,4.8,6.7,0.5
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2010","2010",121,2449438,4.9,4.1,5.8,0.4
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2011","2011",162,2563017,6.3,5.3,7.3,0.5
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2012","2012",156,2604415,6.0,5.0,6.9,0.5
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2013","2013",184,2662918,6.9,5.9,7.9,0.5
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2014","2014",204,2710887,7.5,6.5,8.6,0.5
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2015","2015",237,2760798,8.6,7.5,9.7,0.6
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2016","2016",247,2795149,8.8,7.7,9.9,0.6
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2017","2017",274,2818618,9.7,8.6,10.9,0.6
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2018","2018",251,2830080,8.9,7.8,10.0,0.6
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2019","2019",287,2828023,10.1,9.0,11.3,0.6
,"55-64 years","55-64","Division 4: West North Central","CENS-D4","2020","2020",351,2804586,12.5,11.2,13.8,0.7
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","1999","1999",50,4600311,1.1,0.8,1.4,0.2
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2000","2000",93,4725197,2.0,1.6,2.4,0.2
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2001","2001",120,4920265,2.4,2.0,2.9,0.2
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2002","2002",130,5256386,2.5,2.0,2.9,0.2
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2003","2003",164,5540149,3.0,2.5,3.4,0.2
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2004","2004",197,5825775,3.4,2.9,3.9,0.2
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2005","2005",238,6112455,3.9,3.4,4.4,0.3
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2006","2006",285,6378963,4.5,3.9,5.0,0.3
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2007","2007",366,6614800,5.5,5.0,6.1,0.3
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2008","2008",417,6799504,6.1,5.5,6.7,0.3
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2009","2009",483,7020472,6.9,6.3,7.5,0.3
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2010","2010",561,7220244,7.8,7.1,8.4,0.3
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2011","2011",564,7521174,7.5,6.9,8.1,0.3
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2012","2012",658,7608479,8.6,8.0,9.3,0.3
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2013","2013",717,7736155,9.3,8.6,9.9,0.3
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2014","2014",898,7896187,11.4,10.6,12.1,0.4
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2015","2015",1108,8086690,13.7,12.9,14.5,0.4
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2016","2016",1453,8264132,17.6,16.7,18.5,0.5
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2017","2017",1716,8420140,20.4,19.4,21.3,0.5
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2018","2018",1758,8545482,20.6,19.6,21.5,0.5
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2019","2019",1896,8652425,21.9,20.9,22.9,0.5
,"55-64 years","55-64","Division 5: South Atlantic","CENS-D5","2020","2020",2692,8732454,30.8,29.7,32.0,0.6
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","1999","1999",10,1542579,Unreliable,0.3,1.2,0.2
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2000","2000",10,1567201,Unreliable,0.3,1.2,0.2
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2001","2001",13,1607258,Unreliable,0.4,1.4,0.2
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2002","2002",16,1701665,Unreliable,0.5,1.5,0.2
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2003","2003",32,1776032,1.8,1.2,2.5,0.3
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2004","2004",33,1850559,1.8,1.2,2.5,0.3
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2005","2005",52,1926840,2.7,2.0,3.5,0.4
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2006","2006",78,2005118,3.9,3.1,4.9,0.4
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2007","2007",97,2073947,4.7,3.8,5.7,0.5
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2008","2008",94,2133512,4.4,3.6,5.4,0.5
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2009","2009",123,2200094,5.6,4.6,6.6,0.5
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2010","2010",149,2260066,6.6,5.5,7.7,0.5
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2011","2011",149,2348285,6.3,5.3,7.4,0.5
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2012","2012",203,2364094,8.6,7.4,9.8,0.6
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2013","2013",254,2394475,10.6,9.3,11.9,0.7
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2014","2014",299,2422859,12.3,10.9,13.7,0.7
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2015","2015",314,2456392,12.8,11.4,14.2,0.7
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2016","2016",388,2483114,15.6,14.1,17.2,0.8
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2017","2017",430,2506227,17.2,15.5,18.8,0.8
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2018","2018",409,2524591,16.2,14.6,17.8,0.8
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2019","2019",452,2536564,17.8,16.2,19.5,0.8
,"55-64 years","55-64","Division 6: East South Central","CENS-D6","2020","2020",686,2536889,27.0,25.0,29.1,1.0
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","1999","1999",24,2492505,1.0,0.6,1.4,0.2
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2000","2000",31,2550350,1.2,0.8,1.7,0.2
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2001","2001",48,2640287,1.8,1.3,2.4,0.3
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2002","2002",47,2807739,1.7,1.2,2.2,0.2
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2003","2003",74,2947231,2.5,2.0,3.2,0.3
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2004","2004",88,3088577,2.8,2.3,3.5,0.3
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2005","2005",120,3236690,3.7,3.0,4.4,0.3
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2006","2006",147,3372570,4.4,3.7,5.1,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2007","2007",177,3515922,5.0,4.3,5.8,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2008","2008",148,3651712,4.1,3.4,4.7,0.3
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2009","2009",229,3800627,6.0,5.2,6.8,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2010","2010",256,3924726,6.5,5.7,7.3,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2011","2011",237,4115928,5.8,5.0,6.5,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2012","2012",295,4193053,7.0,6.2,7.8,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2013","2013",343,4288641,8.0,7.2,8.8,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2014","2014",366,4395053,8.3,7.5,9.2,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2015","2015",390,4507192,8.7,7.8,9.5,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2016","2016",392,4585253,8.5,7.7,9.4,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2017","2017",400,4664107,8.6,7.7,9.4,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2018","2018",396,4718467,8.4,7.6,9.2,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2019","2019",406,4759600,8.5,7.7,9.4,0.4
,"55-64 years","55-64","Division 7: West South Central","CENS-D7","2020","2020",493,4774841,10.3,9.4,11.2,0.5
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","1999","1999",46,1464327,3.1,2.3,4.2,0.5
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2000","2000",50,1510376,3.3,2.5,4.4,0.5
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2001","2001",74,1586498,4.7,3.7,5.9,0.5
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2002","2002",70,1705264,4.1,3.2,5.2,0.5
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2003","2003",104,1811474,5.7,4.6,6.8,0.6
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2004","2004",120,1921015,6.2,5.1,7.4,0.6
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2005","2005",147,2040762,7.2,6.0,8.4,0.6
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2006","2006",196,2161018,9.1,7.8,10.3,0.6
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2007","2007",217,2267794,9.6,8.3,10.8,0.6
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2008","2008",253,2356970,10.7,9.4,12.1,0.7
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2009","2009",265,2450787,10.8,9.5,12.1,0.7
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2010","2010",297,2529232,11.7,10.4,13.1,0.7
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2011","2011",338,2642372,12.8,11.4,14.2,0.7
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2012","2012",359,2684803,13.4,12.0,14.8,0.7
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2013","2013",379,2733315,13.9,12.5,15.3,0.7
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2014","2014",441,2786488,15.8,14.3,17.3,0.8
,"55-64 years","55-64","Division 8: Mountain","CENS-D8","2015","2015",443,2845685,15.6,14.1,17.0,0.7
