"Notes","Census Region","Census Region Code","Year","Year Code","Month","Month Code","Single-Year Ages","Single-Year Ages Code",Deaths,Population,Crude Rate
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","91 years","91",1176,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","92 years","92",1120,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","93 years","93",1006,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","94 years","94",888,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","95 years","95",714,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","96 years","96",630,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","97 years","97",421,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","98 years","98",372,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","99 years","99",253,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","100+ years","100",466,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Oct., 2016","2016/10","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","< 1 year","0",352,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","1 year","1",34,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","2 years","2",17,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","3 years","3",14,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","4 years","4",13,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","5 years","5",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","6 years","6",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","7 years","7",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","8 years","8",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","9 years","9",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","10 years","10",12,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","11 years","11",12,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","12 years","12",13,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","13 years","13",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","14 years","14",14,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","15 years","15",26,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","16 years","16",36,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","17 years","17",34,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","18 years","18",44,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","19 years","19",52,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","20 years","20",56,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","21 years","21",92,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","22 years","22",77,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","23 years","23",77,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","24 years","24",96,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","25 years","25",96,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","26 years","26",76,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","27 years","27",89,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","28 years","28",86,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","29 years","29",93,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","30 years","30",95,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","31 years","31",97,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","32 years","32",92,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","33 years","33",111,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","34 years","34",102,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","35 years","35",125,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","36 years","36",123,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","37 years","37",105,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","38 years","38",119,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","39 years","39",126,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","40 years","40",131,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","41 years","41",106,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","42 years","42",126,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","43 years","43",144,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","44 years","44",152,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","45 years","45",180,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","46 years","46",221,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","47 years","47",206,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","48 years","48",227,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","49 years","49",206,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","50 years","50",233,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","51 years","51",301,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","52 years","52",338,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","53 years","53",374,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","54 years","54",432,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","55 years","55",410,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","56 years","56",455,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","57 years","57",448,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","58 years","58",552,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","59 years","59",536,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","60 years","60",579,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","61 years","61",581,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","62 years","62",651,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","63 years","63",717,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","64 years","64",743,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","65 years","65",703,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","66 years","66",704,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","67 years","67",782,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","68 years","68",839,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","69 years","69",907,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","70 years","70",832,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","71 years","71",798,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","72 years","72",785,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","73 years","73",909,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","74 years","74",958,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","75 years","75",951,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","76 years","76",900,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","77 years","77",926,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","78 years","78",950,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","79 years","79",994,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","80 years","80",1067,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","81 years","81",1071,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","82 years","82",1065,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","83 years","83",1079,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","84 years","84",1161,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","85 years","85",1144,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","86 years","86",1252,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","87 years","87",1223,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","88 years","88",1291,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","89 years","89",1190,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","90 years","90",1177,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","91 years","91",1138,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","92 years","92",1103,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","93 years","93",989,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","94 years","94",896,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","95 years","95",686,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","96 years","96",584,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","97 years","97",447,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","98 years","98",328,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","99 years","99",235,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","100+ years","100",456,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Nov., 2016","2016/11","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","< 1 year","0",354,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","1 year","1",34,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","2 years","2",16,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","3 years","3",15,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","4 years","4",12,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","5 years","5",11,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","6 years","6",10,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","7 years","7",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","8 years","8",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","9 years","9",11,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","10 years","10",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","11 years","11",Suppressed,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","12 years","12",12,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","13 years","13",11,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","14 years","14",17,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","15 years","15",16,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","16 years","16",27,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","17 years","17",32,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","18 years","18",36,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","19 years","19",46,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","20 years","20",70,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","21 years","21",80,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","22 years","22",78,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","23 years","23",90,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","24 years","24",87,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","25 years","25",99,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","26 years","26",90,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","27 years","27",81,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","28 years","28",84,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","29 years","29",95,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","30 years","30",103,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","31 years","31",102,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","32 years","32",114,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","33 years","33",107,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","34 years","34",115,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","35 years","35",96,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","36 years","36",128,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","37 years","37",130,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","38 years","38",141,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","39 years","39",134,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","40 years","40",122,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","41 years","41",136,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","42 years","42",149,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","43 years","43",144,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","44 years","44",137,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","45 years","45",191,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","46 years","46",218,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","47 years","47",234,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","48 years","48",271,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","49 years","49",238,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","50 years","50",296,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","51 years","51",332,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","52 years","52",367,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","53 years","53",386,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","54 years","54",438,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","55 years","55",499,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","56 years","56",508,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","57 years","57",546,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","58 years","58",546,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","59 years","59",685,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","60 years","60",658,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","61 years","61",651,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","62 years","62",722,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","63 years","63",771,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","64 years","64",786,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","65 years","65",780,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","66 years","66",843,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","67 years","67",849,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","68 years","68",899,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","69 years","69",1036,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","70 years","70",967,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","71 years","71",881,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","72 years","72",994,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","73 years","73",1007,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","74 years","74",1064,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","75 years","75",1080,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","76 years","76",1008,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","77 years","77",1057,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","78 years","78",1055,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","79 years","79",1222,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","80 years","80",1194,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","81 years","81",1197,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","82 years","82",1320,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","83 years","83",1251,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","84 years","84",1373,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","85 years","85",1395,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","86 years","86",1466,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","87 years","87",1460,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","88 years","88",1436,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","89 years","89",1446,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","90 years","90",1358,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","91 years","91",1394,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","92 years","92",1296,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","93 years","93",1106,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","94 years","94",1014,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","95 years","95",862,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","96 years","96",675,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","97 years","97",503,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","98 years","98",395,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","99 years","99",276,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","100+ years","100",600,Not Applicable,Not Applicable
,"Census Region 4: West","CENS-R4","2016","2016","Dec., 2016","2016/12","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Title: Region single"
"Year/Month: 2013; 2014; 2015; 2016"
"Group By: Census Region; Year; Month; Single-Year Ages"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Feb 23, 2026 7:19:47 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Feb 23, 2026 7:19:47 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/mcd.html#NotApplicableRates."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated.","Census Region 1: Northeast","CENS-R1","2017","2017","Jan., 2017","2017/01","< 1 year","0",235,Not Applicable,Not Applicable
,"Census Region 1: Northeast","CENS-R1","2017","2017","Jan., 2017","2017/01","1 year","1",14,Not Applicable,Not Applicable
