"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Census Division","Census Division Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2009","2009",285,2426970,11.7,10.4,13.1,0.7
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2010","2010",259,2470289,10.5,9.2,11.8,0.7
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2011","2011",254,2514893,10.1,8.9,11.3,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2012","2012",260,2527030,10.3,9.0,11.5,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2013","2013",258,2538724,10.2,8.9,11.4,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2014","2014",263,2553884,10.3,9.1,11.5,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2015","2015",256,2538485,10.1,8.8,11.3,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2016","2016",272,2487605,10.9,9.6,12.2,0.7
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2017","2017",256,2445438,10.5,9.2,11.8,0.7
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2018","2018",213,2405937,8.9,7.7,10.0,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2019","2019",207,2382002,8.7,7.5,9.9,0.6
,"50-54 years","50-54","Division 7: West South Central","CENS-D7","2020","2020",279,2401338,11.6,10.3,13.0,0.7
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","1999","1999",79,1046618,7.5,6.0,9.4,0.8
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2000","2000",94,1098115,8.6,6.9,10.5,0.9
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2001","2001",107,1184076,9.0,7.3,10.7,0.9
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2002","2002",162,1203465,13.5,11.4,15.5,1.1
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2003","2003",147,1239526,11.9,9.9,13.8,1.0
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2004","2004",167,1283839,13.0,11.0,15.0,1.0
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2005","2005",208,1329629,15.6,13.5,17.8,1.1
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2006","2006",259,1374679,18.8,16.5,21.1,1.2
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2007","2007",284,1420551,20.0,17.7,22.3,1.2
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2008","2008",325,1455699,22.3,19.9,24.8,1.2
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2009","2009",320,1476881,21.7,19.3,24.0,1.2
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2010","2010",288,1496520,19.2,17.0,21.5,1.1
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2011","2011",273,1513750,18.0,15.9,20.2,1.1
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2012","2012",295,1517057,19.4,17.2,21.7,1.1
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2013","2013",302,1514211,19.9,17.7,22.2,1.1
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2014","2014",305,1513214,20.2,17.9,22.4,1.2
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2015","2015",315,1495156,21.1,18.7,23.4,1.2
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2016","2016",261,1465216,17.8,15.7,20.0,1.1
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2017","2017",265,1436457,18.4,16.2,20.7,1.1
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2018","2018",280,1418001,19.7,17.4,22.1,1.2
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2019","2019",283,1413285,20.0,17.7,22.4,1.2
,"50-54 years","50-54","Division 8: Mountain","CENS-D8","2020","2020",345,1434088,24.1,21.5,26.6,1.3
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","1999","1999",176,2641313,6.7,5.7,7.6,0.5
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2000","2000",161,2749444,5.9,5.0,6.8,0.5
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2001","2001",129,2923200,4.4,3.7,5.2,0.4
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2002","2002",317,2946169,10.8,9.6,11.9,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2003","2003",340,3019123,11.3,10.1,12.5,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2004","2004",347,3099870,11.2,10.0,12.4,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2005","2005",385,3171795,12.1,10.9,13.4,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2006","2006",422,3245814,13.0,11.8,14.2,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2007","2007",487,3327944,14.6,13.3,15.9,0.7
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2008","2008",487,3395790,14.3,13.1,15.6,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2009","2009",502,3440761,14.6,13.3,15.9,0.7
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2010","2010",475,3488322,13.6,12.4,14.8,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2011","2011",500,3529474,14.2,12.9,15.4,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2012","2012",437,3539979,12.3,11.2,13.5,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2013","2013",415,3540733,11.7,10.6,12.8,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2014","2014",430,3563135,12.1,10.9,13.2,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2015","2015",409,3531597,11.6,10.5,12.7,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2016","2016",323,3461876,9.3,8.3,10.3,0.5
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2017","2017",340,3409387,10.0,8.9,11.0,0.5
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2018","2018",360,3341058,10.8,9.7,11.9,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2019","2019",379,3295238,11.5,10.3,12.7,0.6
,"50-54 years","50-54","Division 9: Pacific","CENS-D9","2020","2020",629,3297728,19.1,17.6,20.6,0.8
,"55-59 years","55-59","Division 1: New England","CENS-D1","1999","1999",10,675943,Unreliable,0.7,2.7,0.5
,"55-59 years","55-59","Division 1: New England","CENS-D1","2000","2000",11,700702,Unreliable,0.8,2.8,0.5
,"55-59 years","55-59","Division 1: New England","CENS-D1","2001","2001",23,729990,3.2,2.0,4.7,0.7
,"55-59 years","55-59","Division 1: New England","CENS-D1","2002","2002",21,796039,2.6,1.6,4.0,0.6
,"55-59 years","55-59","Division 1: New England","CENS-D1","2003","2003",24,825915,2.9,1.9,4.3,0.6
,"55-59 years","55-59","Division 1: New England","CENS-D1","2004","2004",36,861499,4.2,2.9,5.8,0.7
,"55-59 years","55-59","Division 1: New England","CENS-D1","2005","2005",41,899607,4.6,3.3,6.2,0.7
,"55-59 years","55-59","Division 1: New England","CENS-D1","2006","2006",67,939145,7.1,5.5,9.1,0.9
,"55-59 years","55-59","Division 1: New England","CENS-D1","2007","2007",69,930810,7.4,5.8,9.4,0.9
,"55-59 years","55-59","Division 1: New England","CENS-D1","2008","2008",76,947216,8.0,6.3,10.0,0.9
,"55-59 years","55-59","Division 1: New England","CENS-D1","2009","2009",95,970143,9.8,7.9,12.0,1.0
,"55-59 years","55-59","Division 1: New England","CENS-D1","2010","2010",79,991082,8.0,6.3,9.9,0.9
,"55-59 years","55-59","Division 1: New England","CENS-D1","2011","2011",118,1021914,11.5,9.5,13.6,1.1
,"55-59 years","55-59","Division 1: New England","CENS-D1","2012","2012",110,1051120,10.5,8.5,12.4,1.0
,"55-59 years","55-59","Division 1: New England","CENS-D1","2013","2013",168,1074983,15.6,13.3,18.0,1.2
,"55-59 years","55-59","Division 1: New England","CENS-D1","2014","2014",190,1092466,17.4,14.9,19.9,1.3
,"55-59 years","55-59","Division 1: New England","CENS-D1","2015","2015",267,1105293,24.2,21.3,27.1,1.5
,"55-59 years","55-59","Division 1: New England","CENS-D1","2016","2016",335,1112701,30.1,26.9,33.3,1.6
,"55-59 years","55-59","Division 1: New England","CENS-D1","2017","2017",343,1111888,30.8,27.6,34.1,1.7
,"55-59 years","55-59","Division 1: New England","CENS-D1","2018","2018",346,1105685,31.3,28.0,34.6,1.7
,"55-59 years","55-59","Division 1: New England","CENS-D1","2019","2019",408,1099184,37.1,33.5,40.7,1.8
,"55-59 years","55-59","Division 1: New England","CENS-D1","2020","2020",452,1085997,41.6,37.8,45.5,2.0
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","1999","1999",25,1934413,1.3,0.8,1.9,0.3
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2000","2000",31,1975315,1.6,1.1,2.2,0.3
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2001","2001",46,2033180,2.3,1.7,3.0,0.3
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2002","2002",35,2189853,1.6,1.1,2.2,0.3
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2003","2003",53,2259233,2.3,1.8,3.1,0.3
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2004","2004",69,2352337,2.9,2.3,3.7,0.4
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2005","2005",85,2461727,3.5,2.8,4.3,0.4
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2006","2006",97,2564958,3.8,3.1,4.6,0.4
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2007","2007",142,2543884,5.6,4.7,6.5,0.5
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2008","2008",160,2579884,6.2,5.2,7.2,0.5
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2009","2009",122,2634666,4.6,3.8,5.5,0.4
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2010","2010",163,2682079,6.1,5.1,7.0,0.5
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2011","2011",224,2758393,8.1,7.1,9.2,0.5
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2012","2012",249,2828935,8.8,7.7,9.9,0.6
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2013","2013",311,2893256,10.7,9.6,11.9,0.6
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2014","2014",320,2937984,10.9,9.7,12.1,0.6
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2015","2015",369,2970296,12.4,11.2,13.7,0.6
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2016","2016",562,2975675,18.9,17.3,20.4,0.8
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2017","2017",691,2967249,23.3,21.6,25.0,0.9
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2018","2018",797,2927261,27.2,25.3,29.1,1.0
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2019","2019",849,2901145,29.3,27.3,31.2,1.0
,"55-59 years","55-59","Division 2: Middle Atlantic","CENS-D2","2020","2020",1097,2854004,38.4,36.2,40.7,1.2
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","1999","1999",20,2123211,0.9,0.6,1.5,0.2
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2000","2000",33,2163727,1.5,1.0,2.1,0.3
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2001","2001",38,2216798,1.7,1.2,2.4,0.3
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2002","2002",52,2386443,2.2,1.6,2.9,0.3
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2003","2003",67,2473267,2.7,2.1,3.4,0.3
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2004","2004",83,2596079,3.2,2.5,4.0,0.4
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2005","2005",100,2740993,3.6,2.9,4.4,0.4
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2006","2006",139,2889217,4.8,4.0,5.6,0.4
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2007","2007",159,2896059,5.5,4.6,6.3,0.4
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2008","2008",216,2953930,7.3,6.3,8.3,0.5
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2009","2009",235,3023938,7.8,6.8,8.8,0.5
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2010","2010",261,3082322,8.5,7.4,9.5,0.5
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2011","2011",314,3164954,9.9,8.8,11.0,0.6
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2012","2012",334,3232677,10.3,9.2,11.4,0.6
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2013","2013",434,3298887,13.2,11.9,14.4,0.6
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2014","2014",518,3332350,15.5,14.2,16.9,0.7
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2015","2015",626,3351079,18.7,17.2,20.1,0.7
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2016","2016",867,3351420,25.9,24.1,27.6,0.9
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2017","2017",990,3324845,29.8,27.9,31.6,0.9
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2018","2018",868,3281957,26.4,24.7,28.2,0.9
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2019","2019",955,3241887,29.5,27.6,31.3,1.0
,"55-59 years","55-59","Division 3: East North Central","CENS-D3","2020","2020",1144,3172644,36.1,34.0,38.1,1.1
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","1999","1999",Suppressed,885934,Suppressed,Suppressed,Suppressed,Suppressed
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2000","2000",Suppressed,906748,Suppressed,Suppressed,Suppressed,Suppressed
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2001","2001",Suppressed,931457,Suppressed,Suppressed,Suppressed,Suppressed
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2002","2002",13,1004101,Unreliable,0.7,2.2,0.4
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2003","2003",30,1045058,2.9,1.9,4.1,0.5
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2004","2004",28,1096093,2.6,1.7,3.7,0.5
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2005","2005",22,1157656,1.9,1.2,2.9,0.4
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2006","2006",41,1227134,3.3,2.4,4.5,0.5
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2007","2007",66,1243415,5.3,4.1,6.8,0.7
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2008","2008",75,1276012,5.9,4.6,7.4,0.7
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2009","2009",94,1315479,7.1,5.8,8.7,0.7
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2010","2010",84,1344342,6.2,5.0,7.7,0.7
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2011","2011",120,1383433,8.7,7.1,10.2,0.8
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2012","2012",120,1411590,8.5,7.0,10.0,0.8
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2013","2013",132,1437778,9.2,7.6,10.7,0.8
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2014","2014",139,1453397,9.6,8.0,11.2,0.8
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2015","2015",151,1469763,10.3,8.6,11.9,0.8
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2016","2016",157,1480205,10.6,8.9,12.3,0.8
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2017","2017",171,1475163,11.6,9.9,13.3,0.9
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2018","2018",149,1464137,10.2,8.5,11.8,0.8
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2019","2019",156,1446306,10.8,9.1,12.5,0.9
,"55-59 years","55-59","Division 4: West North Central","CENS-D4","2020","2020",210,1407436,14.9,12.9,16.9,1.0
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","1999","1999",31,2508578,1.2,0.8,1.8,0.2
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2000","2000",74,2597265,2.8,2.2,3.6,0.3
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2001","2001",80,2711356,3.0,2.3,3.7,0.3
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2002","2002",93,2951565,3.2,2.5,3.9,0.3
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2003","2003",116,3095346,3.7,3.1,4.4,0.3
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2004","2004",145,3260829,4.4,3.7,5.2,0.4
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2005","2005",170,3437879,4.9,4.2,5.7,0.4
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2006","2006",223,3609137,6.2,5.4,7.0,0.4
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2007","2007",278,3615871,7.7,6.8,8.6,0.5
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2008","2008",317,3660041,8.7,7.7,9.6,0.5
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2009","2009",338,3732669,9.1,8.1,10.0,0.5
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2010","2010",397,3801973,10.4,9.4,11.5,0.5
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2011","2011",382,3917095,9.8,8.8,10.7,0.5
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2012","2012",456,4025058,11.3,10.3,12.4,0.5
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2013","2013",480,4117080,11.7,10.6,12.7,0.5
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2014","2014",628,4196609,15.0,13.8,16.1,0.6
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2015","2015",750,4282960,17.5,16.3,18.8,0.6
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2016","2016",942,4360644,21.6,20.2,23.0,0.7
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2017","2017",1132,4404865,25.7,24.2,27.2,0.8
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2018","2018",1087,4442234,24.5,23.0,25.9,0.7
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2019","2019",1160,4481218,25.9,24.4,27.4,0.8
,"55-59 years","55-59","Division 5: South Atlantic","CENS-D5","2020","2020",1651,4482525,36.8,35.1,38.6,0.9
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","1999","1999",Suppressed,836613,Suppressed,Suppressed,Suppressed,Suppressed
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2000","2000",Suppressed,856077,Suppressed,Suppressed,Suppressed,Suppressed
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2001","2001",Suppressed,879304,Suppressed,Suppressed,Suppressed,Suppressed
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2002","2002",13,948581,Unreliable,0.7,2.3,0.4
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2003","2003",25,989275,2.5,1.6,3.7,0.5
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2004","2004",27,1036550,2.6,1.7,3.8,0.5
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2005","2005",39,1089602,3.6,2.5,4.9,0.6
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2006","2006",55,1145057,4.8,3.6,6.3,0.6
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2007","2007",66,1145041,5.8,4.5,7.3,0.7
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2008","2008",72,1160875,6.2,4.9,7.8,0.7
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2009","2009",82,1181246,6.9,5.5,8.6,0.8
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2010","2010",94,1201493,7.8,6.3,9.6,0.8
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2011","2011",104,1233190,8.4,6.8,10.1,0.8
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2012","2012",132,1257793,10.5,8.7,12.3,0.9
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2013","2013",176,1280046,13.7,11.7,15.8,1.0
,"55-59 years","55-59","Division 6: East South Central","CENS-D6","2014","2014",207,1289232,16.1,13.9,18.2,1.1
