Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,50-54 years,50-54,Female,F,1391,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jun., 2018",2018/06,50-54 years,50-54,Male,M,2101,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,15-19 years,15-19,Female,F,105,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,15-19 years,15-19,Male,M,296,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,20-24 years,20-24,Female,F,175,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,20-24 years,20-24,Male,M,534,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,25-29 years,25-29,Female,F,300,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,25-29 years,25-29,Male,M,670,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,30-34 years,30-34,Female,F,345,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,30-34 years,30-34,Male,M,750,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,35-39 years,35-39,Female,F,472,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,35-39 years,35-39,Male,M,925,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,40-44 years,40-44,Female,F,606,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,40-44 years,40-44,Male,M,945,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,45-49 years,45-49,Female,F,912,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,45-49 years,45-49,Male,M,1357,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,50-54 years,50-54,Female,F,1354,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Jul., 2018",2018/07,50-54 years,50-54,Male,M,2207,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,15-19 years,15-19,Female,F,86,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,15-19 years,15-19,Male,M,246,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,20-24 years,20-24,Female,F,174,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,20-24 years,20-24,Male,M,539,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,25-29 years,25-29,Female,F,279,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,25-29 years,25-29,Male,M,653,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,30-34 years,30-34,Female,F,366,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,30-34 years,30-34,Male,M,743,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,35-39 years,35-39,Female,F,452,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,35-39 years,35-39,Male,M,874,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,40-44 years,40-44,Female,F,592,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,40-44 years,40-44,Male,M,952,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,45-49 years,45-49,Female,F,901,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,45-49 years,45-49,Male,M,1444,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,50-54 years,50-54,Female,F,1391,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Aug., 2018",2018/08,50-54 years,50-54,Male,M,2019,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,15-19 years,15-19,Female,F,113,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,15-19 years,15-19,Male,M,266,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,20-24 years,20-24,Female,F,168,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,20-24 years,20-24,Male,M,530,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,25-29 years,25-29,Female,F,265,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,25-29 years,25-29,Male,M,673,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,30-34 years,30-34,Female,F,360,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,30-34 years,30-34,Male,M,720,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,35-39 years,35-39,Female,F,492,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,35-39 years,35-39,Male,M,858,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,40-44 years,40-44,Female,F,568,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,40-44 years,40-44,Male,M,943,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,45-49 years,45-49,Female,F,832,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,45-49 years,45-49,Male,M,1414,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,50-54 years,50-54,Female,F,1376,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Sep., 2018",2018/09,50-54 years,50-54,Male,M,2063,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,15-19 years,15-19,Female,F,113,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,15-19 years,15-19,Male,M,293,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,20-24 years,20-24,Female,F,178,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,20-24 years,20-24,Male,M,513,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,25-29 years,25-29,Female,F,261,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,25-29 years,25-29,Male,M,664,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,30-34 years,30-34,Female,F,365,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,30-34 years,30-34,Male,M,704,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,35-39 years,35-39,Female,F,470,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,35-39 years,35-39,Male,M,843,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,40-44 years,40-44,Female,F,600,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,40-44 years,40-44,Male,M,942,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,45-49 years,45-49,Female,F,907,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,45-49 years,45-49,Male,M,1386,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,50-54 years,50-54,Female,F,1402,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Oct., 2018",2018/10,50-54 years,50-54,Male,M,2174,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,15-19 years,15-19,Female,F,105,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,15-19 years,15-19,Male,M,265,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,20-24 years,20-24,Female,F,175,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,20-24 years,20-24,Male,M,518,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,25-29 years,25-29,Female,F,255,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,25-29 years,25-29,Male,M,635,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,30-34 years,30-34,Female,F,371,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,30-34 years,30-34,Male,M,689,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,35-39 years,35-39,Female,F,463,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,35-39 years,35-39,Male,M,852,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,40-44 years,40-44,Female,F,603,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,40-44 years,40-44,Male,M,957,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,45-49 years,45-49,Female,F,944,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,45-49 years,45-49,Male,M,1389,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,50-54 years,50-54,Female,F,1334,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Nov., 2018",2018/11,50-54 years,50-54,Male,M,2122,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,15-19 years,15-19,Female,F,99,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,15-19 years,15-19,Male,M,246,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,20-24 years,20-24,Female,F,173,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,20-24 years,20-24,Male,M,480,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,25-29 years,25-29,Female,F,288,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,25-29 years,25-29,Male,M,623,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,30-34 years,30-34,Female,F,383,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,30-34 years,30-34,Male,M,760,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,35-39 years,35-39,Female,F,496,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,35-39 years,35-39,Male,M,884,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,40-44 years,40-44,Female,F,590,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,40-44 years,40-44,Male,M,969,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,45-49 years,45-49,Female,F,976,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,45-49 years,45-49,Male,M,1497,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,50-54 years,50-54,Female,F,1501,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2018,2018,"Dec., 2018",2018/12,50-54 years,50-54,Male,M,2272,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,15-19 years,15-19,Female,F,94,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,15-19 years,15-19,Male,M,259,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,20-24 years,20-24,Female,F,208,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,20-24 years,20-24,Male,M,470,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,25-29 years,25-29,Female,F,237,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,25-29 years,25-29,Male,M,595,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,30-34 years,30-34,Female,F,353,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,30-34 years,30-34,Male,M,669,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,35-39 years,35-39,Female,F,470,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,35-39 years,35-39,Male,M,887,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,40-44 years,40-44,Female,F,655,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,40-44 years,40-44,Male,M,983,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,45-49 years,45-49,Female,F,1001,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,45-49 years,45-49,Male,M,1437,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,50-54 years,50-54,Female,F,1448,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Jan., 2019",2019/01,50-54 years,50-54,Male,M,2261,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,15-19 years,15-19,Female,F,85,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,15-19 years,15-19,Male,M,242,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,20-24 years,20-24,Female,F,160,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,20-24 years,20-24,Male,M,426,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,25-29 years,25-29,Female,F,233,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,25-29 years,25-29,Male,M,556,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,30-34 years,30-34,Female,F,344,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,30-34 years,30-34,Male,M,658,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,35-39 years,35-39,Female,F,433,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,35-39 years,35-39,Male,M,727,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,40-44 years,40-44,Female,F,544,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,40-44 years,40-44,Male,M,943,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,45-49 years,45-49,Female,F,917,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,45-49 years,45-49,Male,M,1322,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,50-54 years,50-54,Female,F,1263,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Feb., 2019",2019/02,50-54 years,50-54,Male,M,2010,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,15-19 years,15-19,Female,F,106,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,15-19 years,15-19,Male,M,270,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,20-24 years,20-24,Female,F,166,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,20-24 years,20-24,Male,M,527,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,25-29 years,25-29,Female,F,248,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,25-29 years,25-29,Male,M,680,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,30-34 years,30-34,Female,F,383,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,30-34 years,30-34,Male,M,762,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,35-39 years,35-39,Female,F,550,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,35-39 years,35-39,Male,M,899,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,40-44 years,40-44,Female,F,623,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,40-44 years,40-44,Male,M,1048,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,45-49 years,45-49,Female,F,940,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,45-49 years,45-49,Male,M,1480,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,50-54 years,50-54,Female,F,1423,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Mar., 2019",2019/03,50-54 years,50-54,Male,M,2236,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,15-19 years,15-19,Female,F,111,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,15-19 years,15-19,Male,M,265,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,20-24 years,20-24,Female,F,177,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,20-24 years,20-24,Male,M,486,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,25-29 years,25-29,Female,F,250,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,25-29 years,25-29,Male,M,671,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,30-34 years,30-34,Female,F,361,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,30-34 years,30-34,Male,M,697,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,35-39 years,35-39,Female,F,495,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,35-39 years,35-39,Male,M,878,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,40-44 years,40-44,Female,F,581,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,40-44 years,40-44,Male,M,988,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,45-49 years,45-49,Female,F,866,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,45-49 years,45-49,Male,M,1403,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,50-54 years,50-54,Female,F,1403,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2019,2019,"Apr., 2019",2019/04,50-54 years,50-54,Male,M,2049,Not Applicable,Not Applicable
