Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,25-29 years,25-29,Male,M,423,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,30-34 years,30-34,Female,F,252,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,30-34 years,30-34,Male,M,510,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,35-39 years,35-39,Female,F,454,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,35-39 years,35-39,Male,M,699,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,40-44 years,40-44,Female,F,713,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,40-44 years,40-44,Male,M,1132,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,45-49 years,45-49,Female,F,954,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,45-49 years,45-49,Male,M,1689,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,50-54 years,50-54,Female,F,1261,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,50-54 years,50-54,Male,M,1965,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,15-19 years,15-19,Female,F,121,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,15-19 years,15-19,Male,M,324,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,20-24 years,20-24,Female,F,160,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,20-24 years,20-24,Male,M,501,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,25-29 years,25-29,Female,F,191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,25-29 years,25-29,Male,M,418,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,30-34 years,30-34,Female,F,292,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,30-34 years,30-34,Male,M,592,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,35-39 years,35-39,Female,F,496,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,35-39 years,35-39,Male,M,804,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,40-44 years,40-44,Female,F,761,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,40-44 years,40-44,Male,M,1266,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,45-49 years,45-49,Female,F,979,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,45-49 years,45-49,Male,M,1688,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,50-54 years,50-54,Female,F,1321,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,50-54 years,50-54,Male,M,2140,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,15-19 years,15-19,Female,F,116,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,15-19 years,15-19,Male,M,257,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,20-24 years,20-24,Female,F,163,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,20-24 years,20-24,Male,M,483,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,25-29 years,25-29,Female,F,209,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,25-29 years,25-29,Male,M,458,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,30-34 years,30-34,Female,F,285,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,30-34 years,30-34,Male,M,549,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,35-39 years,35-39,Female,F,459,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,35-39 years,35-39,Male,M,766,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,40-44 years,40-44,Female,F,798,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,40-44 years,40-44,Male,M,1263,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,45-49 years,45-49,Female,F,992,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,45-49 years,45-49,Male,M,1694,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,50-54 years,50-54,Female,F,1314,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,50-54 years,50-54,Male,M,2218,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,15-19 years,15-19,Female,F,132,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,15-19 years,15-19,Male,M,258,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,20-24 years,20-24,Female,F,164,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,20-24 years,20-24,Male,M,422,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,25-29 years,25-29,Female,F,184,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,25-29 years,25-29,Male,M,411,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,30-34 years,30-34,Female,F,283,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,30-34 years,30-34,Male,M,497,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,35-39 years,35-39,Female,F,387,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,35-39 years,35-39,Male,M,703,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,40-44 years,40-44,Female,F,658,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,40-44 years,40-44,Male,M,1083,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,45-49 years,45-49,Female,F,998,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,45-49 years,45-49,Male,M,1554,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,50-54 years,50-54,Female,F,1243,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,50-54 years,50-54,Male,M,1981,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,15-19 years,15-19,Female,F,136,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,15-19 years,15-19,Male,M,308,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,20-24 years,20-24,Female,F,185,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,20-24 years,20-24,Male,M,496,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,25-29 years,25-29,Female,F,183,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,25-29 years,25-29,Male,M,451,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,30-34 years,30-34,Female,F,296,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,30-34 years,30-34,Male,M,605,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,35-39 years,35-39,Female,F,438,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,35-39 years,35-39,Male,M,721,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,40-44 years,40-44,Female,F,735,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,40-44 years,40-44,Male,M,1242,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,45-49 years,45-49,Female,F,1063,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,45-49 years,45-49,Male,M,1763,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,50-54 years,50-54,Female,F,1260,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,50-54 years,50-54,Male,M,2076,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,15-19 years,15-19,Female,F,146,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,15-19 years,15-19,Male,M,325,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,20-24 years,20-24,Female,F,161,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,20-24 years,20-24,Male,M,499,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,25-29 years,25-29,Female,F,184,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,25-29 years,25-29,Male,M,466,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,30-34 years,30-34,Female,F,262,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,30-34 years,30-34,Male,M,533,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,35-39 years,35-39,Female,F,419,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,35-39 years,35-39,Male,M,713,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,40-44 years,40-44,Female,F,729,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,40-44 years,40-44,Male,M,1164,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,45-49 years,45-49,Female,F,983,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,45-49 years,45-49,Male,M,1636,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,50-54 years,50-54,Female,F,1213,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,50-54 years,50-54,Male,M,2096,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,15-19 years,15-19,Female,F,149,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,15-19 years,15-19,Male,M,368,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,20-24 years,20-24,Female,F,198,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,20-24 years,20-24,Male,M,549,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,25-29 years,25-29,Female,F,191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,25-29 years,25-29,Male,M,447,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,30-34 years,30-34,Female,F,233,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,30-34 years,30-34,Male,M,544,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,35-39 years,35-39,Female,F,469,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,35-39 years,35-39,Male,M,779,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,40-44 years,40-44,Female,F,689,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,40-44 years,40-44,Male,M,1255,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,45-49 years,45-49,Female,F,946,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,45-49 years,45-49,Male,M,1679,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,50-54 years,50-54,Female,F,1248,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,50-54 years,50-54,Male,M,2070,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,15-19 years,15-19,Female,F,143,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,15-19 years,15-19,Male,M,365,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,20-24 years,20-24,Female,F,180,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,20-24 years,20-24,Male,M,533,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,25-29 years,25-29,Female,F,186,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,25-29 years,25-29,Male,M,482,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,30-34 years,30-34,Female,F,267,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,30-34 years,30-34,Male,M,525,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,35-39 years,35-39,Female,F,445,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,35-39 years,35-39,Male,M,782,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,40-44 years,40-44,Female,F,694,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,40-44 years,40-44,Male,M,1187,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,45-49 years,45-49,Female,F,976,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,45-49 years,45-49,Male,M,1578,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,50-54 years,50-54,Female,F,1167,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,50-54 years,50-54,Male,M,1961,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,15-19 years,15-19,Female,F,151,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,15-19 years,15-19,Male,M,364,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,20-24 years,20-24,Female,F,186,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,20-24 years,20-24,Male,M,556,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,25-29 years,25-29,Female,F,175,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,25-29 years,25-29,Male,M,521,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,30-34 years,30-34,Female,F,277,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,30-34 years,30-34,Male,M,597,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,35-39 years,35-39,Female,F,464,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,35-39 years,35-39,Male,M,793,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,40-44 years,40-44,Female,F,750,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,40-44 years,40-44,Male,M,1243,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,45-49 years,45-49,Female,F,1002,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,45-49 years,45-49,Male,M,1652,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,50-54 years,50-54,Female,F,1211,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,50-54 years,50-54,Male,M,2090,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,15-19 years,15-19,Female,F,132,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,15-19 years,15-19,Male,M,365,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,20-24 years,20-24,Female,F,199,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,20-24 years,20-24,Male,M,560,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,25-29 years,25-29,Female,F,204,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,25-29 years,25-29,Male,M,473,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,30-34 years,30-34,Female,F,282,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,30-34 years,30-34,Male,M,588,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,35-39 years,35-39,Female,F,456,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,35-39 years,35-39,Male,M,802,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,40-44 years,40-44,Female,F,662,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,40-44 years,40-44,Male,M,1290,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,45-49 years,45-49,Female,F,908,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,45-49 years,45-49,Male,M,1690,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,50-54 years,50-54,Female,F,1233,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,50-54 years,50-54,Male,M,2094,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,15-19 years,15-19,Female,F,134,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,15-19 years,15-19,Male,M,303,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,20-24 years,20-24,Female,F,191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,20-24 years,20-24,Male,M,479,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,25-29 years,25-29,Female,F,180,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,25-29 years,25-29,Male,M,454,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,30-34 years,30-34,Female,F,212,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,30-34 years,30-34,Male,M,570,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,35-39 years,35-39,Female,F,424,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,35-39 years,35-39,Male,M,730,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,40-44 years,40-44,Female,F,697,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,40-44 years,40-44,Male,M,1192,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,45-49 years,45-49,Female,F,945,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,45-49 years,45-49,Male,M,1570,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,50-54 years,50-54,Female,F,1182,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,50-54 years,50-54,Male,M,1994,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,15-19 years,15-19,Female,F,126,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,15-19 years,15-19,Male,M,340,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,20-24 years,20-24,Female,F,195,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,20-24 years,20-24,Male,M,506,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,25-29 years,25-29,Female,F,214,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,25-29 years,25-29,Male,M,461,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,30-34 years,30-34,Female,F,258,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,30-34 years,30-34,Male,M,533,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,35-39 years,35-39,Female,F,446,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,35-39 years,35-39,Male,M,753,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,40-44 years,40-44,Female,F,729,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,40-44 years,40-44,Male,M,1178,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,45-49 years,45-49,Female,F,983,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,45-49 years,45-49,Male,M,1625,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,50-54 years,50-54,Female,F,1275,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,50-54 years,50-54,Male,M,2115,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,15-19 years,15-19,Female,F,133,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,15-19 years,15-19,Male,M,358,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,20-24 years,20-24,Female,F,198,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,20-24 years,20-24,Male,M,528,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,25-29 years,25-29,Female,F,212,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,25-29 years,25-29,Male,M,455,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,30-34 years,30-34,Female,F,274,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,30-34 years,30-34,Male,M,511,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,35-39 years,35-39,Female,F,458,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,35-39 years,35-39,Male,M,813,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,40-44 years,40-44,Female,F,705,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,40-44 years,40-44,Male,M,1125,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,45-49 years,45-49,Female,F,1013,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,45-49 years,45-49,Male,M,1652,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,50-54 years,50-54,Female,F,1205,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,50-54 years,50-54,Male,M,2041,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,15-19 years,15-19,Female,F,160,Not Applicable,Not Applicable
