"Notes","Census Region","Census Region Code","Year","Year Code","Single-Year Ages","Single-Year Ages Code",Deaths,Population,Crude Rate
,"Census Region 2: Midwest","CENS-R2","2006","2006","43 years","43",2362,1000528,236.1
,"Census Region 2: Midwest","CENS-R2","2006","2006","44 years","44",2598,1010093,257.2
,"Census Region 2: Midwest","CENS-R2","2006","2006","45 years","45",2902,1027336,282.5
,"Census Region 2: Midwest","CENS-R2","2006","2006","46 years","46",3055,1047646,291.6
,"Census Region 2: Midwest","CENS-R2","2006","2006","47 years","47",3462,1019564,339.6
,"Census Region 2: Midwest","CENS-R2","2006","2006","48 years","48",3695,1023415,361.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","49 years","49",3882,1014992,382.5
,"Census Region 2: Midwest","CENS-R2","2006","2006","50 years","50",4196,969686,432.7
,"Census Region 2: Midwest","CENS-R2","2006","2006","51 years","51",4422,978331,452.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","52 years","52",4599,936684,491.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","53 years","53",4885,906839,538.7
,"Census Region 2: Midwest","CENS-R2","2006","2006","54 years","54",5049,889243,567.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","55 years","55",5307,850806,623.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","56 years","56",5448,839053,649.3
,"Census Region 2: Midwest","CENS-R2","2006","2006","57 years","57",5860,803926,728.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","58 years","58",6216,790654,786.2
,"Census Region 2: Midwest","CENS-R2","2006","2006","59 years","59",6642,831912,798.4
,"Census Region 2: Midwest","CENS-R2","2006","2006","60 years","60",5619,597844,939.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","61 years","61",5781,598452,966.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","62 years","62",6569,595604,1102.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","63 years","63",7291,622395,1171.4
,"Census Region 2: Midwest","CENS-R2","2006","2006","64 years","64",7162,551356,1299.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","65 years","65",7197,504405,1426.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","66 years","66",7358,482214,1525.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","67 years","67",7896,465541,1696.1
,"Census Region 2: Midwest","CENS-R2","2006","2006","68 years","68",8162,453331,1800.5
,"Census Region 2: Midwest","CENS-R2","2006","2006","69 years","69",8375,425063,1970.3
,"Census Region 2: Midwest","CENS-R2","2006","2006","70 years","70",8935,411438,2171.7
,"Census Region 2: Midwest","CENS-R2","2006","2006","71 years","71",9566,409821,2334.2
,"Census Region 2: Midwest","CENS-R2","2006","2006","72 years","72",9790,370165,2644.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","73 years","73",10653,371114,2870.5
,"Census Region 2: Midwest","CENS-R2","2006","2006","74 years","74",11343,366359,3096.1
,"Census Region 2: Midwest","CENS-R2","2006","2006","75 years","75",12208,359480,3396.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","76 years","76",13434,361139,3719.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","77 years","77",13940,339038,4111.6
,"Census Region 2: Midwest","CENS-R2","2006","2006","78 years","78",15036,335552,4481.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","79 years","79",15928,322368,4940.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","80 years","80",16899,299398,5644.3
,"Census Region 2: Midwest","CENS-R2","2006","2006","81 years","81",17513,290408,6030.5
,"Census Region 2: Midwest","CENS-R2","2006","2006","82 years","82",17979,268018,6708.1
,"Census Region 2: Midwest","CENS-R2","2006","2006","83 years","83",18211,245654,7413.3
,"Census Region 2: Midwest","CENS-R2","2006","2006","84 years","84",18667,227575,8202.6
,"Census Region 2: Midwest","CENS-R2","2006","2006","85 years","85",18863,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","86 years","86",17992,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","87 years","87",16876,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","88 years","88",16840,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","89 years","89",15719,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","90 years","90",15012,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","91 years","91",13690,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","92 years","92",12181,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","93 years","93",10641,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","94 years","94",8884,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","95 years","95",7304,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","96 years","96",5843,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","97 years","97",4589,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","98 years","98",3516,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","99 years","99",2631,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","1 year","1",431,864663,49.8
,"Census Region 2: Midwest","CENS-R2","2007","2007","2 years","2",241,857334,28.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","3 years","3",190,872303,21.8
,"Census Region 2: Midwest","CENS-R2","2007","2007","4 years","4",125,872090,14.3
,"Census Region 2: Midwest","CENS-R2","2007","2007","5 years","5",121,878844,13.8
,"Census Region 2: Midwest","CENS-R2","2007","2007","6 years","6",126,895206,14.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","7 years","7",106,875629,12.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","8 years","8",120,871813,13.8
,"Census Region 2: Midwest","CENS-R2","2007","2007","9 years","9",120,876544,13.7
,"Census Region 2: Midwest","CENS-R2","2007","2007","10 years","10",107,900530,11.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","11 years","11",122,910172,13.4
,"Census Region 2: Midwest","CENS-R2","2007","2007","12 years","12",132,929004,14.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","13 years","13",177,934649,18.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","14 years","14",219,944696,23.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","15 years","15",341,971243,35.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","16 years","16",468,989756,47.3
,"Census Region 2: Midwest","CENS-R2","2007","2007","17 years","17",564,1007491,56.0
,"Census Region 2: Midwest","CENS-R2","2007","2007","18 years","18",774,973067,79.5
,"Census Region 2: Midwest","CENS-R2","2007","2007","19 years","19",814,961519,84.7
,"Census Region 2: Midwest","CENS-R2","2007","2007","20 years","20",723,938931,77.0
,"Census Region 2: Midwest","CENS-R2","2007","2007","21 years","21",871,940403,92.6
,"Census Region 2: Midwest","CENS-R2","2007","2007","22 years","22",867,932439,93.0
,"Census Region 2: Midwest","CENS-R2","2007","2007","23 years","23",877,889886,98.6
,"Census Region 2: Midwest","CENS-R2","2007","2007","24 years","24",816,895026,91.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","25 years","25",779,917158,84.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","26 years","26",820,894286,91.7
,"Census Region 2: Midwest","CENS-R2","2007","2007","27 years","27",875,893079,98.0
,"Census Region 2: Midwest","CENS-R2","2007","2007","28 years","28",825,835661,98.7
,"Census Region 2: Midwest","CENS-R2","2007","2007","29 years","29",826,810682,101.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","30 years","30",821,820375,100.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","31 years","31",828,787238,105.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","32 years","32",873,832176,104.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","33 years","33",846,795972,106.3
,"Census Region 2: Midwest","CENS-R2","2007","2007","34 years","34",1019,813995,125.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","35 years","35",1091,858109,127.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","36 years","36",1136,917015,123.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","37 years","37",1209,921022,131.3
,"Census Region 2: Midwest","CENS-R2","2007","2007","38 years","38",1364,880445,154.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","39 years","39",1315,861232,152.7
,"Census Region 2: Midwest","CENS-R2","2007","2007","40 years","40",1515,871395,173.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","41 years","41",1725,896888,192.3
,"Census Region 2: Midwest","CENS-R2","2007","2007","42 years","42",1937,961741,201.4
,"Census Region 2: Midwest","CENS-R2","2007","2007","43 years","43",2206,991769,222.4
,"Census Region 2: Midwest","CENS-R2","2007","2007","44 years","44",2614,992215,263.5
,"Census Region 2: Midwest","CENS-R2","2007","2007","45 years","45",2823,1002234,281.7
,"Census Region 2: Midwest","CENS-R2","2007","2007","46 years","46",3108,1028005,302.3
,"Census Region 2: Midwest","CENS-R2","2007","2007","47 years","47",3386,1046308,323.6
,"Census Region 2: Midwest","CENS-R2","2007","2007","48 years","48",3624,1014195,357.3
,"Census Region 2: Midwest","CENS-R2","2007","2007","49 years","49",3871,1023534,378.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","50 years","50",4266,1003571,425.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","51 years","51",4482,973873,460.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","52 years","52",4613,970955,475.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","53 years","53",4884,935524,522.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","54 years","54",5099,905549,563.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","55 years","55",5353,876676,610.6
,"Census Region 2: Midwest","CENS-R2","2007","2007","56 years","56",5450,850479,640.8
,"Census Region 2: Midwest","CENS-R2","2007","2007","57 years","57",5764,830250,694.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","58 years","58",6081,799830,760.3
,"Census Region 2: Midwest","CENS-R2","2007","2007","59 years","59",6354,782239,812.3
,"Census Region 2: Midwest","CENS-R2","2007","2007","60 years","60",6919,815930,848.0
,"Census Region 2: Midwest","CENS-R2","2007","2007","61 years","61",6026,599251,1005.6
,"Census Region 2: Midwest","CENS-R2","2007","2007","62 years","62",6213,591204,1050.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","63 years","63",6995,584836,1196.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","64 years","64",7796,614108,1269.5
,"Census Region 2: Midwest","CENS-R2","2007","2007","65 years","65",7631,543569,1403.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","66 years","66",7618,496686,1533.8
,"Census Region 2: Midwest","CENS-R2","2007","2007","67 years","67",7670,473524,1619.8
,"Census Region 2: Midwest","CENS-R2","2007","2007","68 years","68",8030,458681,1750.7
,"Census Region 2: Midwest","CENS-R2","2007","2007","69 years","69",8583,444511,1930.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","70 years","70",8668,412369,2102.0
,"Census Region 2: Midwest","CENS-R2","2007","2007","71 years","71",9370,406579,2304.6
,"Census Region 2: Midwest","CENS-R2","2007","2007","72 years","72",10105,397378,2542.9
,"Census Region 2: Midwest","CENS-R2","2007","2007","73 years","73",10129,361605,2801.1
,"Census Region 2: Midwest","CENS-R2","2007","2007","74 years","74",10862,360189,3015.6
,"Census Region 2: Midwest","CENS-R2","2007","2007","75 years","75",11582,351824,3292.0
,"Census Region 2: Midwest","CENS-R2","2007","2007","76 years","76",12674,350383,3617.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","77 years","77",13747,346845,3963.4
,"Census Region 2: Midwest","CENS-R2","2007","2007","78 years","78",14236,325420,4374.7
,"Census Region 2: Midwest","CENS-R2","2007","2007","79 years","79",15408,321589,4791.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","80 years","80",16196,303842,5330.4
,"Census Region 2: Midwest","CENS-R2","2007","2007","81 years","81",16962,285193,5947.6
,"Census Region 2: Midwest","CENS-R2","2007","2007","82 years","82",17666,271625,6503.8
,"Census Region 2: Midwest","CENS-R2","2007","2007","83 years","83",18151,251498,7217.2
,"Census Region 2: Midwest","CENS-R2","2007","2007","84 years","84",18164,226047,8035.5
,"Census Region 2: Midwest","CENS-R2","2007","2007","85 years","85",18730,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","86 years","86",18418,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","87 years","87",17520,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","88 years","88",16435,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","89 years","89",16094,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","90 years","90",14815,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","91 years","91",13848,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","92 years","92",12499,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","93 years","93",10773,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","94 years","94",9089,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","95 years","95",7458,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","96 years","96",5859,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","97 years","97",4699,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","98 years","98",3544,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2007","2007","99 years","99",2604,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2008","2008","1 year","1",432,878039,49.2
,"Census Region 2: Midwest","CENS-R2","2008","2008","2 years","2",239,869281,27.5
,"Census Region 2: Midwest","CENS-R2","2008","2008","3 years","3",217,857879,25.3
,"Census Region 2: Midwest","CENS-R2","2008","2008","4 years","4",145,878024,16.5
,"Census Region 2: Midwest","CENS-R2","2008","2008","5 years","5",116,883047,13.1
,"Census Region 2: Midwest","CENS-R2","2008","2008","6 years","6",105,876687,12.0
,"Census Region 2: Midwest","CENS-R2","2008","2008","7 years","7",105,893755,11.7
,"Census Region 2: Midwest","CENS-R2","2008","2008","8 years","8",119,878545,13.5
,"Census Region 2: Midwest","CENS-R2","2008","2008","9 years","9",96,876216,11.0
,"Census Region 2: Midwest","CENS-R2","2008","2008","10 years","10",106,906647,11.7
,"Census Region 2: Midwest","CENS-R2","2008","2008","11 years","11",98,888781,11.0
,"Census Region 2: Midwest","CENS-R2","2008","2008","12 years","12",130,919877,14.1
,"Census Region 2: Midwest","CENS-R2","2008","2008","13 years","13",161,926073,17.4
,"Census Region 2: Midwest","CENS-R2","2008","2008","14 years","14",205,928339,22.1
,"Census Region 2: Midwest","CENS-R2","2008","2008","15 years","15",301,954486,31.5
,"Census Region 2: Midwest","CENS-R2","2008","2008","16 years","16",407,974391,41.8
,"Census Region 2: Midwest","CENS-R2","2008","2008","17 years","17",525,989311,53.1
,"Census Region 2: Midwest","CENS-R2","2008","2008","18 years","18",725,1009778,71.8
,"Census Region 2: Midwest","CENS-R2","2008","2008","19 years","19",731,969592,75.4
,"Census Region 2: Midwest","CENS-R2","2008","2008","20 years","20",793,943382,84.1
,"Census Region 2: Midwest","CENS-R2","2008","2008","21 years","21",784,924742,84.8
,"Census Region 2: Midwest","CENS-R2","2008","2008","22 years","22",817,918258,89.0
,"Census Region 2: Midwest","CENS-R2","2008","2008","23 years","23",834,910134,91.6
,"Census Region 2: Midwest","CENS-R2","2008","2008","24 years","24",742,876657,84.6
,"Census Region 2: Midwest","CENS-R2","2008","2008","25 years","25",839,890730,94.2
,"Census Region 2: Midwest","CENS-R2","2008","2008","26 years","26",783,906243,86.4
,"Census Region 2: Midwest","CENS-R2","2008","2008","27 years","27",848,894569,94.8
,"Census Region 2: Midwest","CENS-R2","2008","2008","28 years","28",896,880625,101.7
,"Census Region 2: Midwest","CENS-R2","2008","2008","29 years","29",872,837399,104.1
,"Census Region 2: Midwest","CENS-R2","2008","2008","30 years","30",873,828893,105.3
,"Census Region 2: Midwest","CENS-R2","2008","2008","31 years","31",850,809486,105.0
,"Census Region 2: Midwest","CENS-R2","2008","2008","32 years","32",906,799468,113.3
,"Census Region 2: Midwest","CENS-R2","2008","2008","33 years","33",907,826541,109.7
,"Census Region 2: Midwest","CENS-R2","2008","2008","34 years","34",919,793227,115.9
,"Census Region 2: Midwest","CENS-R2","2008","2008","35 years","35",1007,808765,124.5
,"Census Region 2: Midwest","CENS-R2","2008","2008","36 years","36",1082,856319,126.4
,"Census Region 2: Midwest","CENS-R2","2008","2008","37 years","37",1296,910137,142.4
,"Census Region 2: Midwest","CENS-R2","2008","2008","38 years","38",1354,919229,147.3
