"Notes","Census Region","Census Region Code","Year","Year Code","Single-Year Ages","Single-Year Ages Code",Deaths,Population,Crude Rate
,"Census Region 2: Midwest","CENS-R2","2003","2003","23 years","23",876,915328,95.7
,"Census Region 2: Midwest","CENS-R2","2003","2003","24 years","24",836,856402,97.6
,"Census Region 2: Midwest","CENS-R2","2003","2003","25 years","25",749,822097,91.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","26 years","26",739,810041,91.2
,"Census Region 2: Midwest","CENS-R2","2003","2003","27 years","27",711,790126,90.0
,"Census Region 2: Midwest","CENS-R2","2003","2003","28 years","28",718,817997,87.8
,"Census Region 2: Midwest","CENS-R2","2003","2003","29 years","29",731,789169,92.6
,"Census Region 2: Midwest","CENS-R2","2003","2003","30 years","30",843,817676,103.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","31 years","31",899,861072,104.4
,"Census Region 2: Midwest","CENS-R2","2003","2003","32 years","32",978,924776,105.8
,"Census Region 2: Midwest","CENS-R2","2003","2003","33 years","33",971,934001,104.0
,"Census Region 2: Midwest","CENS-R2","2003","2003","34 years","34",984,889678,110.6
,"Census Region 2: Midwest","CENS-R2","2003","2003","35 years","35",1079,868405,124.3
,"Census Region 2: Midwest","CENS-R2","2003","2003","36 years","36",1154,882934,130.7
,"Census Region 2: Midwest","CENS-R2","2003","2003","37 years","37",1341,905152,148.2
,"Census Region 2: Midwest","CENS-R2","2003","2003","38 years","38",1534,971211,157.9
,"Census Region 2: Midwest","CENS-R2","2003","2003","39 years","39",1681,1000489,168.0
,"Census Region 2: Midwest","CENS-R2","2003","2003","40 years","40",1787,1006326,177.6
,"Census Region 2: Midwest","CENS-R2","2003","2003","41 years","41",2134,1022068,208.8
,"Census Region 2: Midwest","CENS-R2","2003","2003","42 years","42",2352,1043805,225.3
,"Census Region 2: Midwest","CENS-R2","2003","2003","43 years","43",2570,1061234,242.2
,"Census Region 2: Midwest","CENS-R2","2003","2003","44 years","44",2639,1029116,256.4
,"Census Region 2: Midwest","CENS-R2","2003","2003","45 years","45",2973,1032711,287.9
,"Census Region 2: Midwest","CENS-R2","2003","2003","46 years","46",3168,1024196,309.3
,"Census Region 2: Midwest","CENS-R2","2003","2003","47 years","47",3407,987215,345.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","48 years","48",3704,988311,374.8
,"Census Region 2: Midwest","CENS-R2","2003","2003","49 years","49",3765,951470,395.7
,"Census Region 2: Midwest","CENS-R2","2003","2003","50 years","50",3901,916435,425.7
,"Census Region 2: Midwest","CENS-R2","2003","2003","51 years","51",4088,900470,454.0
,"Census Region 2: Midwest","CENS-R2","2003","2003","52 years","52",4290,868215,494.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","53 years","53",4422,854594,517.4
,"Census Region 2: Midwest","CENS-R2","2003","2003","54 years","54",4843,825277,586.8
,"Census Region 2: Midwest","CENS-R2","2003","2003","55 years","55",5083,808347,628.8
,"Census Region 2: Midwest","CENS-R2","2003","2003","56 years","56",5471,853398,641.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","57 years","57",4584,621561,737.5
,"Census Region 2: Midwest","CENS-R2","2003","2003","58 years","58",5037,617605,815.6
,"Census Region 2: Midwest","CENS-R2","2003","2003","59 years","59",5638,617414,913.2
,"Census Region 2: Midwest","CENS-R2","2003","2003","60 years","60",6247,646013,967.0
,"Census Region 2: Midwest","CENS-R2","2003","2003","61 years","61",6133,577349,1062.3
,"Census Region 2: Midwest","CENS-R2","2003","2003","62 years","62",6409,528978,1211.6
,"Census Region 2: Midwest","CENS-R2","2003","2003","63 years","63",6475,507124,1276.8
,"Census Region 2: Midwest","CENS-R2","2003","2003","64 years","64",6908,490878,1407.3
,"Census Region 2: Midwest","CENS-R2","2003","2003","65 years","65",7180,478512,1500.5
,"Census Region 2: Midwest","CENS-R2","2003","2003","66 years","66",7468,450491,1657.7
,"Census Region 2: Midwest","CENS-R2","2003","2003","67 years","67",7992,441279,1811.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","68 years","68",8436,437262,1929.3
,"Census Region 2: Midwest","CENS-R2","2003","2003","69 years","69",8638,399466,2162.4
,"Census Region 2: Midwest","CENS-R2","2003","2003","70 years","70",9516,399584,2381.5
,"Census Region 2: Midwest","CENS-R2","2003","2003","71 years","71",10113,399547,2531.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","72 years","72",11295,397283,2843.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","73 years","73",12207,399656,3054.4
,"Census Region 2: Midwest","CENS-R2","2003","2003","74 years","74",12624,378993,3330.9
,"Census Region 2: Midwest","CENS-R2","2003","2003","75 years","75",13803,377404,3657.4
,"Census Region 2: Midwest","CENS-R2","2003","2003","76 years","76",14897,366855,4060.7
,"Census Region 2: Midwest","CENS-R2","2003","2003","77 years","77",15464,347993,4443.8
,"Census Region 2: Midwest","CENS-R2","2003","2003","78 years","78",16258,340029,4781.4
,"Census Region 2: Midwest","CENS-R2","2003","2003","79 years","79",17015,320671,5306.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","80 years","80",17553,296979,5910.5
,"Census Region 2: Midwest","CENS-R2","2003","2003","81 years","81",18275,283469,6446.9
,"Census Region 2: Midwest","CENS-R2","2003","2003","82 years","82",18802,261129,7200.3
,"Census Region 2: Midwest","CENS-R2","2003","2003","83 years","83",18487,235680,7844.1
,"Census Region 2: Midwest","CENS-R2","2003","2003","84 years","84",17893,205930,8688.9
,"Census Region 2: Midwest","CENS-R2","2003","2003","85 years","85",18261,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","86 years","86",18008,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","87 years","87",17606,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","88 years","88",16924,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","89 years","89",15902,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","90 years","90",14732,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","91 years","91",13220,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","92 years","92",11886,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","93 years","93",10329,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","94 years","94",8563,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","95 years","95",7327,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","96 years","96",5809,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","97 years","97",4533,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","98 years","98",3471,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2003","2003","99 years","99",2516,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","1 year","1",441,862821,51.1
,"Census Region 2: Midwest","CENS-R2","2004","2004","2 years","2",275,862400,31.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","3 years","3",176,884662,19.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","4 years","4",157,870087,18.0
,"Census Region 2: Midwest","CENS-R2","2004","2004","5 years","5",155,869991,17.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","6 years","6",139,869591,16.0
,"Census Region 2: Midwest","CENS-R2","2004","2004","7 years","7",137,868231,15.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","8 years","8",119,892041,13.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","9 years","9",117,907509,12.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","10 years","10",130,933330,13.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","11 years","11",124,943460,13.1
,"Census Region 2: Midwest","CENS-R2","2004","2004","12 years","12",158,966382,16.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","13 years","13",210,981039,21.4
,"Census Region 2: Midwest","CENS-R2","2004","2004","14 years","14",258,997361,25.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","15 years","15",368,967506,38.0
,"Census Region 2: Midwest","CENS-R2","2004","2004","16 years","16",540,959221,56.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","17 years","17",594,950732,62.5
,"Census Region 2: Midwest","CENS-R2","2004","2004","18 years","18",720,962501,74.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","19 years","19",769,978508,78.6
,"Census Region 2: Midwest","CENS-R2","2004","2004","20 years","20",745,945069,78.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","21 years","21",864,951711,90.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","22 years","22",804,950577,84.6
,"Census Region 2: Midwest","CENS-R2","2004","2004","23 years","23",827,919479,89.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","24 years","24",811,905217,89.6
,"Census Region 2: Midwest","CENS-R2","2004","2004","25 years","25",816,850353,96.0
,"Census Region 2: Midwest","CENS-R2","2004","2004","26 years","26",735,817152,89.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","27 years","27",726,810022,89.6
,"Census Region 2: Midwest","CENS-R2","2004","2004","28 years","28",688,784005,87.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","29 years","29",736,816998,90.1
,"Census Region 2: Midwest","CENS-R2","2004","2004","30 years","30",724,797478,90.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","31 years","31",839,812288,103.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","32 years","32",878,867945,101.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","33 years","33",952,923044,103.1
,"Census Region 2: Midwest","CENS-R2","2004","2004","34 years","34",1057,932621,113.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","35 years","35",1066,886787,120.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","36 years","36",1082,868026,124.7
,"Census Region 2: Midwest","CENS-R2","2004","2004","37 years","37",1289,879581,146.5
,"Census Region 2: Midwest","CENS-R2","2004","2004","38 years","38",1374,904212,152.0
,"Census Region 2: Midwest","CENS-R2","2004","2004","39 years","39",1508,970362,155.4
,"Census Region 2: Midwest","CENS-R2","2004","2004","40 years","40",1795,996036,180.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","41 years","41",2008,1004828,199.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","42 years","42",2182,1019489,214.0
,"Census Region 2: Midwest","CENS-R2","2004","2004","43 years","43",2471,1042353,237.1
,"Census Region 2: Midwest","CENS-R2","2004","2004","44 years","44",2553,1054840,242.0
,"Census Region 2: Midwest","CENS-R2","2004","2004","45 years","45",2896,1022489,283.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","46 years","46",3197,1031005,310.1
,"Census Region 2: Midwest","CENS-R2","2004","2004","47 years","47",3423,1021544,335.1
,"Census Region 2: Midwest","CENS-R2","2004","2004","48 years","48",3576,981973,364.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","49 years","49",3758,985652,381.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","50 years","50",4019,943071,426.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","51 years","51",4098,915954,447.4
,"Census Region 2: Midwest","CENS-R2","2004","2004","52 years","52",4356,894179,487.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","53 years","53",4459,865016,515.5
,"Census Region 2: Midwest","CENS-R2","2004","2004","54 years","54",4688,851504,550.6
,"Census Region 2: Midwest","CENS-R2","2004","2004","55 years","55",4942,815453,606.0
,"Census Region 2: Midwest","CENS-R2","2004","2004","56 years","56",5256,804462,653.4
,"Census Region 2: Midwest","CENS-R2","2004","2004","57 years","57",5902,845333,698.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","58 years","58",4927,616401,799.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","59 years","59",5189,610523,849.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","60 years","60",5810,606241,958.4
,"Census Region 2: Midwest","CENS-R2","2004","2004","61 years","61",6509,642236,1013.5
,"Census Region 2: Midwest","CENS-R2","2004","2004","62 years","62",6440,569281,1131.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","63 years","63",6526,519964,1255.1
,"Census Region 2: Midwest","CENS-R2","2004","2004","64 years","64",6765,498969,1355.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","65 years","65",7141,482714,1479.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","66 years","66",7543,469853,1605.4
,"Census Region 2: Midwest","CENS-R2","2004","2004","67 years","67",7692,441627,1741.7
,"Census Region 2: Midwest","CENS-R2","2004","2004","68 years","68",8218,433015,1897.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","69 years","69",8586,427851,2006.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","70 years","70",8814,388178,2270.6
,"Census Region 2: Midwest","CENS-R2","2004","2004","71 years","71",9578,392279,2441.6
,"Census Region 2: Midwest","CENS-R2","2004","2004","72 years","72",10489,387690,2705.5
,"Census Region 2: Midwest","CENS-R2","2004","2004","73 years","73",11359,386566,2938.4
,"Census Region 2: Midwest","CENS-R2","2004","2004","74 years","74",12332,386857,3187.7
,"Census Region 2: Midwest","CENS-R2","2004","2004","75 years","75",13106,364308,3597.5
,"Census Region 2: Midwest","CENS-R2","2004","2004","76 years","76",14034,364958,3845.4
,"Census Region 2: Midwest","CENS-R2","2004","2004","77 years","77",14875,351713,4229.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","78 years","78",15624,332725,4695.8
,"Census Region 2: Midwest","CENS-R2","2004","2004","79 years","79",16366,324190,5048.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","80 years","80",16893,302187,5590.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","81 years","81",17443,280709,6213.9
,"Census Region 2: Midwest","CENS-R2","2004","2004","82 years","82",18394,264459,6955.3
,"Census Region 2: Midwest","CENS-R2","2004","2004","83 years","83",18366,243531,7541.5
,"Census Region 2: Midwest","CENS-R2","2004","2004","84 years","84",18211,216099,8427.2
,"Census Region 2: Midwest","CENS-R2","2004","2004","85 years","85",17327,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","86 years","86",17607,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","87 years","87",16862,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","88 years","88",16444,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","89 years","89",15676,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","90 years","90",14389,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","91 years","91",13090,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","92 years","92",11527,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","93 years","93",10138,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","94 years","94",8663,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","95 years","95",6909,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","96 years","96",5743,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","97 years","97",4399,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","98 years","98",3310,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2004","2004","99 years","99",2413,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","1 year","1",408,870804,46.9
,"Census Region 2: Midwest","CENS-R2","2005","2005","2 years","2",237,864829,27.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","3 years","3",178,863261,20.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","4 years","4",168,888450,18.9
,"Census Region 2: Midwest","CENS-R2","2005","2005","5 years","5",134,876969,15.3
,"Census Region 2: Midwest","CENS-R2","2005","2005","6 years","6",143,868895,16.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","7 years","7",138,869248,15.9
,"Census Region 2: Midwest","CENS-R2","2005","2005","8 years","8",126,870043,14.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","9 years","9",119,895118,13.3
,"Census Region 2: Midwest","CENS-R2","2005","2005","10 years","10",116,927600,12.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","11 years","11",123,927328,13.3
,"Census Region 2: Midwest","CENS-R2","2005","2005","12 years","12",131,950487,13.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","13 years","13",199,965777,20.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","14 years","14",267,977585,27.3
,"Census Region 2: Midwest","CENS-R2","2005","2005","15 years","15",357,1004397,35.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","16 years","16",490,970659,50.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","17 years","17",591,959683,61.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","18 years","18",772,951870,81.1
,"Census Region 2: Midwest","CENS-R2","2005","2005","19 years","19",808,968895,83.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","20 years","20",741,965732,76.7
,"Census Region 2: Midwest","CENS-R2","2005","2005","21 years","21",882,932056,94.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","22 years","22",885,932162,94.9
,"Census Region 2: Midwest","CENS-R2","2005","2005","23 years","23",853,931621,91.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","24 years","24",817,908017,90.0
,"Census Region 2: Midwest","CENS-R2","2005","2005","25 years","25",849,899816,94.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","26 years","26",812,843790,96.2
,"Census Region 2: Midwest","CENS-R2","2005","2005","27 years","27",837,817377,102.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","28 years","28",769,802319,95.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","29 years","29",747,783240,95.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","30 years","30",827,828384,99.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","31 years","31",788,790567,99.7
,"Census Region 2: Midwest","CENS-R2","2005","2005","32 years","32",910,819907,111.0
,"Census Region 2: Midwest","CENS-R2","2005","2005","33 years","33",965,864758,111.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","34 years","34",1071,921421,116.2
,"Census Region 2: Midwest","CENS-R2","2005","2005","35 years","35",1090,927948,117.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","36 years","36",1148,885771,129.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","37 years","37",1238,863250,143.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","38 years","38",1343,878286,152.9
,"Census Region 2: Midwest","CENS-R2","2005","2005","39 years","39",1550,903027,171.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","40 years","40",1780,964994,184.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","41 years","41",1984,994571,199.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","42 years","42",2212,1001778,220.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","43 years","43",2445,1017915,240.2
,"Census Region 2: Midwest","CENS-R2","2005","2005","44 years","44",2789,1035077,269.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","45 years","45",2917,1047405,278.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","46 years","46",3191,1021342,312.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","47 years","47",3352,1028371,326.0
,"Census Region 2: Midwest","CENS-R2","2005","2005","48 years","48",3741,1015810,368.3
,"Census Region 2: Midwest","CENS-R2","2005","2005","49 years","49",3943,979900,402.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","50 years","50",4207,975871,431.1
,"Census Region 2: Midwest","CENS-R2","2005","2005","51 years","51",4331,943806,458.9
,"Census Region 2: Midwest","CENS-R2","2005","2005","52 years","52",4703,909065,517.3
,"Census Region 2: Midwest","CENS-R2","2005","2005","53 years","53",4647,891058,521.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","54 years","54",4809,862120,557.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","55 years","55",5108,840764,607.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","56 years","56",5375,812597,661.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","57 years","57",5704,795800,716.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","58 years","58",6292,839844,749.2
,"Census Region 2: Midwest","CENS-R2","2005","2005","59 years","59",5341,609644,876.1
,"Census Region 2: Midwest","CENS-R2","2005","2005","60 years","60",5611,598833,937.0
,"Census Region 2: Midwest","CENS-R2","2005","2005","61 years","61",6158,603667,1020.1
,"Census Region 2: Midwest","CENS-R2","2005","2005","62 years","62",7143,633588,1127.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","63 years","63",6886,559471,1230.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","64 years","64",7043,511993,1375.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","65 years","65",7052,490472,1437.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","66 years","66",7354,474184,1550.9
,"Census Region 2: Midwest","CENS-R2","2005","2005","67 years","67",7799,460472,1693.7
,"Census Region 2: Midwest","CENS-R2","2005","2005","68 years","68",8121,433798,1872.1
,"Census Region 2: Midwest","CENS-R2","2005","2005","69 years","69",8547,423518,2018.1
,"Census Region 2: Midwest","CENS-R2","2005","2005","70 years","70",9315,415369,2242.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","71 years","71",9512,381548,2493.0
,"Census Region 2: Midwest","CENS-R2","2005","2005","72 years","72",10362,380248,2725.1
,"Census Region 2: Midwest","CENS-R2","2005","2005","73 years","73",11071,377408,2933.4
,"Census Region 2: Midwest","CENS-R2","2005","2005","74 years","74",11897,374030,3180.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","75 years","75",12848,371268,3460.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","76 years","76",13596,352915,3852.5
,"Census Region 2: Midwest","CENS-R2","2005","2005","77 years","77",14685,349796,4198.2
,"Census Region 2: Midwest","CENS-R2","2005","2005","78 years","78",15790,336515,4692.2
,"Census Region 2: Midwest","CENS-R2","2005","2005","79 years","79",16192,317509,5099.7
,"Census Region 2: Midwest","CENS-R2","2005","2005","80 years","80",17376,305125,5694.7
,"Census Region 2: Midwest","CENS-R2","2005","2005","81 years","81",17853,286296,6235.9
,"Census Region 2: Midwest","CENS-R2","2005","2005","82 years","82",18070,261855,6900.8
,"Census Region 2: Midwest","CENS-R2","2005","2005","83 years","83",18849,246922,7633.6
,"Census Region 2: Midwest","CENS-R2","2005","2005","84 years","84",18971,223681,8481.3
,"Census Region 2: Midwest","CENS-R2","2005","2005","85 years","85",18330,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","86 years","86",17778,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","87 years","87",17839,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","88 years","88",16960,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","89 years","89",16318,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","90 years","90",14907,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","91 years","91",13561,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","92 years","92",12202,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","93 years","93",10570,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","94 years","94",8951,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","95 years","95",7414,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","96 years","96",6007,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","97 years","97",4642,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","98 years","98",3480,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2005","2005","99 years","99",2599,Not Applicable,Not Applicable
,"Census Region 2: Midwest","CENS-R2","2006","2006","1 year","1",403,855427,47.1
,"Census Region 2: Midwest","CENS-R2","2006","2006","2 years","2",240,872053,27.5
,"Census Region 2: Midwest","CENS-R2","2006","2006","3 years","3",168,865911,19.4
,"Census Region 2: Midwest","CENS-R2","2006","2006","4 years","4",137,869169,15.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","5 years","5",149,896889,16.6
,"Census Region 2: Midwest","CENS-R2","2006","2006","6 years","6",119,876351,13.6
,"Census Region 2: Midwest","CENS-R2","2006","2006","7 years","7",112,868878,12.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","8 years","8",121,872049,13.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","9 years","9",98,873776,11.2
,"Census Region 2: Midwest","CENS-R2","2006","2006","10 years","10",112,919430,12.2
,"Census Region 2: Midwest","CENS-R2","2006","2006","11 years","11",138,920049,15.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","12 years","12",120,936149,12.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","13 years","13",160,949671,16.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","14 years","14",223,962108,23.2
,"Census Region 2: Midwest","CENS-R2","2006","2006","15 years","15",328,986208,33.3
,"Census Region 2: Midwest","CENS-R2","2006","2006","16 years","16",532,1008095,52.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","17 years","17",609,971097,62.7
,"Census Region 2: Midwest","CENS-R2","2006","2006","18 years","18",763,960671,79.4
,"Census Region 2: Midwest","CENS-R2","2006","2006","19 years","19",735,956123,76.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","20 years","20",778,955165,81.5
,"Census Region 2: Midwest","CENS-R2","2006","2006","21 years","21",900,954764,94.3
,"Census Region 2: Midwest","CENS-R2","2006","2006","22 years","22",782,913257,85.6
,"Census Region 2: Midwest","CENS-R2","2006","2006","23 years","23",831,910088,91.3
,"Census Region 2: Midwest","CENS-R2","2006","2006","24 years","24",838,920216,91.1
,"Census Region 2: Midwest","CENS-R2","2006","2006","25 years","25",885,903783,97.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","26 years","26",843,892578,94.4
,"Census Region 2: Midwest","CENS-R2","2006","2006","27 years","27",880,845966,104.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","28 years","28",845,809415,104.4
,"Census Region 2: Midwest","CENS-R2","2006","2006","29 years","29",796,803245,99.1
,"Census Region 2: Midwest","CENS-R2","2006","2006","30 years","30",803,796831,100.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","31 years","31",888,820583,108.2
,"Census Region 2: Midwest","CENS-R2","2006","2006","32 years","32",847,800309,105.8
,"Census Region 2: Midwest","CENS-R2","2006","2006","33 years","33",898,816459,110.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","34 years","34",1014,863006,117.5
,"Census Region 2: Midwest","CENS-R2","2006","2006","35 years","35",1209,917721,131.7
,"Census Region 2: Midwest","CENS-R2","2006","2006","36 years","36",1210,927359,130.5
,"Census Region 2: Midwest","CENS-R2","2006","2006","37 years","37",1222,881071,138.7
,"Census Region 2: Midwest","CENS-R2","2006","2006","38 years","38",1319,862444,152.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","39 years","39",1431,877268,163.1
,"Census Region 2: Midwest","CENS-R2","2006","2006","40 years","40",1634,897707,182.0
,"Census Region 2: Midwest","CENS-R2","2006","2006","41 years","41",1908,964181,197.9
,"Census Region 2: Midwest","CENS-R2","2006","2006","42 years","42",2132,992498,214.8
