Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Deaths,Population,Crude Rate
,Census Region 2: Midwest,CENS-R2,2018,2018,"Apr., 2018",2018/04,1292,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"May, 2018",2018/05,1343,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Jun., 2018",2018/06,1373,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Jul., 2018",2018/07,1451,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Aug., 2018",2018/08,1377,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Sep., 2018",2018/09,1358,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Oct., 2018",2018/10,1379,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Nov., 2018",2018/11,1243,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Dec., 2018",2018/12,1382,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Jan., 2019",2019/01,1321,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Feb., 2019",2019/02,1209,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Mar., 2019",2019/03,1473,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Apr., 2019",2019/04,1296,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"May, 2019",2019/05,1461,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Jun., 2019",2019/06,1338,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Jul., 2019",2019/07,1516,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Aug., 2019",2019/08,1443,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Sep., 2019",2019/09,1441,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Oct., 2019",2019/10,1460,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Nov., 2019",2019/11,1534,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Dec., 2019",2019/12,1520,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Jan., 2020",2020/01,1486,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Feb., 2020",2020/02,1569,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Mar., 2020",2020/03,1668,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Apr., 2020",2020/04,1831,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"May, 2020",2020/05,2291,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Jun., 2020",2020/06,1937,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Jul., 2020",2020/07,1863,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Aug., 2020",2020/08,1697,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Sep., 2020",2020/09,1674,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Oct., 2020",2020/10,1678,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Nov., 2020",2020/11,1599,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Dec., 2020",2020/12,1733,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Jan., 1999",1999/01,467,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Feb., 1999",1999/02,489,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Mar., 1999",1999/03,505,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Apr., 1999",1999/04,507,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"May, 1999",1999/05,503,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Jun., 1999",1999/06,438,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Jul., 1999",1999/07,524,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Aug., 1999",1999/08,523,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Sep., 1999",1999/09,482,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Oct., 1999",1999/10,531,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Nov., 1999",1999/11,493,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Dec., 1999",1999/12,524,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Jan., 2000",2000/01,562,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Feb., 2000",2000/02,576,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Mar., 2000",2000/03,546,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Apr., 2000",2000/04,625,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"May, 2000",2000/05,634,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Jun., 2000",2000/06,612,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Jul., 2000",2000/07,528,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Aug., 2000",2000/08,593,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Sep., 2000",2000/09,574,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Oct., 2000",2000/10,511,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Nov., 2000",2000/11,585,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Dec., 2000",2000/12,660,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Jan., 2001",2001/01,721,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Feb., 2001",2001/02,654,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Mar., 2001",2001/03,697,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Apr., 2001",2001/04,737,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"May, 2001",2001/05,730,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Jun., 2001",2001/06,714,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Jul., 2001",2001/07,766,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Aug., 2001",2001/08,734,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Sep., 2001",2001/09,691,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Oct., 2001",2001/10,715,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Nov., 2001",2001/11,700,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Dec., 2001",2001/12,672,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Jan., 2002",2002/01,839,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Feb., 2002",2002/02,750,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Mar., 2002",2002/03,837,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Apr., 2002",2002/04,787,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"May, 2002",2002/05,824,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Jun., 2002",2002/06,793,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Jul., 2002",2002/07,833,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Aug., 2002",2002/08,819,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Sep., 2002",2002/09,713,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Oct., 2002",2002/10,771,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,764,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,797,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,881,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,871,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,909,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,934,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,999,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,899,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,986,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,964,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,855,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,911,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,850,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,907,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,1008,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,920,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,993,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,947,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,1056,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,1013,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,1023,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,995,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,959,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,999,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,939,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,989,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,1086,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,1015,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,1141,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,1059,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,1034,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jun., 2005",2005/06,1023,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jul., 2005",2005/07,1066,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Aug., 2005",2005/08,1018,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Sep., 2005",2005/09,1031,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Oct., 2005",2005/10,1076,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Nov., 2005",2005/11,1029,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Dec., 2005",2005/12,1024,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Jan., 2006",2006/01,1199,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Feb., 2006",2006/02,1108,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Mar., 2006",2006/03,1179,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Apr., 2006",2006/04,1176,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"May, 2006",2006/05,1241,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Jun., 2006",2006/06,1210,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Jul., 2006",2006/07,1225,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Aug., 2006",2006/08,1264,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Sep., 2006",2006/09,1187,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Oct., 2006",2006/10,1175,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Nov., 2006",2006/11,1217,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2006,2006,"Dec., 2006",2006/12,1213,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Jan., 2007",2007/01,1276,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Feb., 2007",2007/02,1226,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Mar., 2007",2007/03,1267,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Apr., 2007",2007/04,1243,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"May, 2007",2007/05,1191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Jun., 2007",2007/06,1238,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Jul., 2007",2007/07,1279,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Aug., 2007",2007/08,1242,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Sep., 2007",2007/09,1186,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Oct., 2007",2007/10,1202,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Nov., 2007",2007/11,1213,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2007,2007,"Dec., 2007",2007/12,1346,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Jan., 2008",2008/01,1297,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Feb., 2008",2008/02,1334,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Mar., 2008",2008/03,1392,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Apr., 2008",2008/04,1286,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"May, 2008",2008/05,1354,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Jun., 2008",2008/06,1168,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Jul., 2008",2008/07,1184,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Aug., 2008",2008/08,1238,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Sep., 2008",2008/09,1172,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Oct., 2008",2008/10,1201,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Nov., 2008",2008/11,1123,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2008,2008,"Dec., 2008",2008/12,1238,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Jan., 2009",2009/01,1339,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Feb., 2009",2009/02,1232,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Mar., 2009",2009/03,1400,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Apr., 2009",2009/04,1250,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"May, 2009",2009/05,1320,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Jun., 2009",2009/06,1254,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Jul., 2009",2009/07,1260,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Aug., 2009",2009/08,1320,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Sep., 2009",2009/09,1270,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Oct., 2009",2009/10,1331,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Nov., 2009",2009/11,1269,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2009,2009,"Dec., 2009",2009/12,1385,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Jan., 2010",2010/01,1411,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Feb., 2010",2010/02,1368,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Mar., 2010",2010/03,1464,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Apr., 2010",2010/04,1348,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"May, 2010",2010/05,1350,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Jun., 2010",2010/06,1318,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Jul., 2010",2010/07,1301,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Aug., 2010",2010/08,1283,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Sep., 2010",2010/09,1204,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Oct., 2010",2010/10,1327,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Nov., 2010",2010/11,1278,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2010,2010,"Dec., 2010",2010/12,1364,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Jan., 2011",2011/01,1459,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Feb., 2011",2011/02,1428,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Mar., 2011",2011/03,1466,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Apr., 2011",2011/04,1367,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"May, 2011",2011/05,1464,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Jun., 2011",2011/06,1273,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Jul., 2011",2011/07,1409,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Aug., 2011",2011/08,1379,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Sep., 2011",2011/09,1343,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Oct., 2011",2011/10,1386,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Nov., 2011",2011/11,1361,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2011,2011,"Dec., 2011",2011/12,1356,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Jan., 2012",2012/01,1473,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Feb., 2012",2012/02,1413,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Mar., 2012",2012/03,1394,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Apr., 2012",2012/04,1329,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"May, 2012",2012/05,1340,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Jun., 2012",2012/06,1354,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Jul., 2012",2012/07,1392,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Aug., 2012",2012/08,1378,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Sep., 2012",2012/09,1409,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Oct., 2012",2012/10,1315,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Nov., 2012",2012/11,1246,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2012,2012,"Dec., 2012",2012/12,1398,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Jan., 2013",2013/01,1441,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Feb., 2013",2013/02,1341,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Mar., 2013",2013/03,1501,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Apr., 2013",2013/04,1383,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"May, 2013",2013/05,1374,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Jun., 2013",2013/06,1401,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Jul., 2013",2013/07,1360,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Aug., 2013",2013/08,1401,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Sep., 2013",2013/09,1369,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Oct., 2013",2013/10,1361,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Nov., 2013",2013/11,1351,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2013,2013,"Dec., 2013",2013/12,1429,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Jan., 2014",2014/01,1552,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Feb., 2014",2014/02,1526,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Mar., 2014",2014/03,1545,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Apr., 2014",2014/04,1449,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"May, 2014",2014/05,1441,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Jun., 2014",2014/06,1451,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Jul., 2014",2014/07,1494,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Aug., 2014",2014/08,1581,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Sep., 2014",2014/09,1415,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Oct., 2014",2014/10,1510,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Nov., 2014",2014/11,1538,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2014,2014,"Dec., 2014",2014/12,1566,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Jan., 2015",2015/01,1726,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Feb., 2015",2015/02,1606,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Mar., 2015",2015/03,1787,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Apr., 2015",2015/04,1519,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"May, 2015",2015/05,1697,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Jun., 2015",2015/06,1585,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Jul., 2015",2015/07,1783,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Aug., 2015",2015/08,1742,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Sep., 2015",2015/09,1645,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Oct., 2015",2015/10,1709,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Nov., 2015",2015/11,1560,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2015,2015,"Dec., 2015",2015/12,1672,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Jan., 2016",2016/01,1732,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Feb., 2016",2016/02,1859,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Mar., 2016",2016/03,2106,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Apr., 2016",2016/04,1930,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"May, 2016",2016/05,2038,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Jun., 2016",2016/06,2041,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Jul., 2016",2016/07,2191,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Aug., 2016",2016/08,2157,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Sep., 2016",2016/09,2041,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Oct., 2016",2016/10,2153,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Nov., 2016",2016/11,2104,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2016,2016,"Dec., 2016",2016/12,2246,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jan., 2017",2017/01,2350,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Feb., 2017",2017/02,2138,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Mar., 2017",2017/03,2375,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Apr., 2017",2017/04,2301,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"May, 2017",2017/05,2304,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jun., 2017",2017/06,2305,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Jul., 2017",2017/07,2213,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Aug., 2017",2017/08,2215,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2017,2017,"Sep., 2017",2017/09,2112,Not Applicable,Not Applicable
