Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Deaths,Population,Crude Rate
,Census Region 4: West,CENS-R4,2017,2017,"Aug., 2017",2017/08,1175,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2017,2017,"Sep., 2017",2017/09,1067,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2017,2017,"Oct., 2017",2017/10,1121,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2017,2017,"Nov., 2017",2017/11,1036,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2017,2017,"Dec., 2017",2017/12,1059,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Jan., 2018",2018/01,1225,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Feb., 2018",2018/02,1052,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Mar., 2018",2018/03,1174,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Apr., 2018",2018/04,1111,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"May, 2018",2018/05,1144,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Jun., 2018",2018/06,1223,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Jul., 2018",2018/07,1322,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Aug., 2018",2018/08,1266,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Sep., 2018",2018/09,1102,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Oct., 2018",2018/10,1102,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Nov., 2018",2018/11,1022,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2018,2018,"Dec., 2018",2018/12,1205,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Jan., 2019",2019/01,1249,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Feb., 2019",2019/02,1193,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Mar., 2019",2019/03,1278,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Apr., 2019",2019/04,1185,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"May, 2019",2019/05,1221,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Jun., 2019",2019/06,1314,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Jul., 2019",2019/07,1412,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Aug., 2019",2019/08,1386,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Sep., 2019",2019/09,1294,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Oct., 2019",2019/10,1268,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Nov., 2019",2019/11,1312,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2019,2019,"Dec., 2019",2019/12,1383,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Jan., 2020",2020/01,1448,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Feb., 2020",2020/02,1360,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Mar., 2020",2020/03,1533,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Apr., 2020",2020/04,1679,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"May, 2020",2020/05,1892,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Jun., 2020",2020/06,1782,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Jul., 2020",2020/07,2082,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Aug., 2020",2020/08,2138,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Sep., 2020",2020/09,1679,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Oct., 2020",2020/10,1673,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Nov., 2020",2020/11,1665,Not Applicable,Not Applicable
,Census Region 4: West,CENS-R4,2020,2020,"Dec., 2020",2020/12,1752,Not Applicable,Not Applicable
