Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate
NA,Census Region 1: Northeast,CENS-R1,2012,2012,"Dec., 2012",2012/12,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2012,2012,"Dec., 2012",2012/12,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2012,2012,"Dec., 2012",2012/12,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2012,2012,"Dec., 2012",2012/12,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2012,2012,"Dec., 2012",2012/12,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2012,2012,"Dec., 2012",2012/12,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2012,2012,"Dec., 2012",2012/12,Not Stated,NS,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,15-19 years,15-19,13,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,20-24 years,20-24,67,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,25-29 years,25-29,83,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,30-34 years,30-34,67,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,35-39 years,35-39,52,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,40-44 years,40-44,73,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,45-49 years,45-49,91,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,50-54 years,50-54,101,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,55-59 years,55-59,89,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,60-64 years,60-64,38,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,65-69 years,65-69,15,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jan., 2013",2013/01,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,15-19 years,15-19,15,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,20-24 years,20-24,57,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,25-29 years,25-29,92,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,30-34 years,30-34,67,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,35-39 years,35-39,62,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,40-44 years,40-44,73,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,45-49 years,45-49,96,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,50-54 years,50-54,97,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,55-59 years,55-59,66,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,60-64 years,60-64,32,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,65-69 years,65-69,18,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Feb., 2013",2013/02,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,15-19 years,15-19,13,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,20-24 years,20-24,62,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,25-29 years,25-29,76,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,30-34 years,30-34,97,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,35-39 years,35-39,70,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,40-44 years,40-44,87,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,45-49 years,45-49,99,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,50-54 years,50-54,128,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,55-59 years,55-59,84,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,60-64 years,60-64,38,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,65-69 years,65-69,16,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Mar., 2013",2013/03,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,20-24 years,20-24,59,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,25-29 years,25-29,74,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,30-34 years,30-34,84,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,35-39 years,35-39,72,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,40-44 years,40-44,73,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,45-49 years,45-49,90,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,50-54 years,50-54,89,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,55-59 years,55-59,72,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,60-64 years,60-64,37,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,65-69 years,65-69,16,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Apr., 2013",2013/04,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,1-4 years,1-4,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,20-24 years,20-24,60,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,25-29 years,25-29,80,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,30-34 years,30-34,81,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,35-39 years,35-39,76,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,40-44 years,40-44,89,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,45-49 years,45-49,99,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,50-54 years,50-54,107,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,55-59 years,55-59,72,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,60-64 years,60-64,34,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,65-69 years,65-69,13,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"May, 2013",2013/05,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,15-19 years,15-19,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,20-24 years,20-24,61,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,25-29 years,25-29,76,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,30-34 years,30-34,89,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,35-39 years,35-39,62,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,40-44 years,40-44,94,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,45-49 years,45-49,109,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,50-54 years,50-54,111,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,55-59 years,55-59,57,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,60-64 years,60-64,42,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,65-69 years,65-69,12,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jun., 2013",2013/06,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,15-19 years,15-19,19,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,20-24 years,20-24,54,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,25-29 years,25-29,86,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,30-34 years,30-34,76,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,35-39 years,35-39,64,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,40-44 years,40-44,73,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,45-49 years,45-49,112,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,50-54 years,50-54,93,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,55-59 years,55-59,80,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,60-64 years,60-64,36,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,65-69 years,65-69,12,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,70-74 years,70-74,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,90-94 years,90-94,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,95-99 years,95-99,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Jul., 2013",2013/07,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,< 1 year,1,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,5-9 years,5-9,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,10-14 years,10-14,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,15-19 years,15-19,10,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,20-24 years,20-24,52,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,25-29 years,25-29,73,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,30-34 years,30-34,78,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,35-39 years,35-39,72,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,40-44 years,40-44,73,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,45-49 years,45-49,95,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,50-54 years,50-54,84,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,55-59 years,55-59,66,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,60-64 years,60-64,42,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,65-69 years,65-69,23,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,70-74 years,70-74,10,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,75-79 years,75-79,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,80-84 years,80-84,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,85-89 years,85-89,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,90-94 years,90-94,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,95-99 years,95-99,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,100+ years,100+,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Aug., 2013",2013/08,Not Stated,NS,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,< 1 year,1,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,1-4 years,1-4,Suppressed,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,5-9 years,5-9,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,10-14 years,10-14,0,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,15-19 years,15-19,17,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,20-24 years,20-24,54,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,25-29 years,25-29,75,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,30-34 years,30-34,91,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,35-39 years,35-39,74,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,40-44 years,40-44,77,Not Applicable,Not Applicable
NA,Census Region 1: Northeast,CENS-R1,2013,2013,"Sep., 2013",2013/09,45-49 years,45-49,71,Not Applicable,Not Applicable
