"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"60-64 years ","60-64","Female","F","2005","2005",154,6860551,2.2,1.9,2.6,0.2
,"60-64 years ","60-64","Female","F","2006","2006",171,7058989,2.4,2.1,2.8,0.2
,"60-64 years ","60-64","Female","F","2007","2007",241,7639198,3.2,2.8,3.6,0.2
,"60-64 years ","60-64","Female","F","2008","2008",278,7979525,3.5,3.1,3.9,0.2
,"60-64 years ","60-64","Female","F","2009","2009",357,8383324,4.3,3.8,4.7,0.2
,"60-64 years ","60-64","Female","F","2010","2010",384,8740424,4.4,4.0,4.8,0.2
,"60-64 years ","60-64","Female","F","2011","2011",396,9264438,4.3,3.9,4.7,0.2
,"60-64 years ","60-64","Female","F","2012","2012",423,9279200,4.6,4.1,5.0,0.2
,"60-64 years ","60-64","Female","F","2013","2013",538,9447628,5.7,5.2,6.2,0.2
,"60-64 years ","60-64","Female","F","2014","2014",626,9688238,6.5,6.0,7.0,0.3
,"60-64 years ","60-64","Female","F","2015","2015",687,9952697,6.9,6.4,7.4,0.3
,"60-64 years ","60-64","Female","F","2016","2016",874,10167404,8.6,8.0,9.2,0.3
,"60-64 years ","60-64","Female","F","2017","2017",987,10430419,9.5,8.9,10.1,0.3
,"60-64 years ","60-64","Female","F","2018","2018",970,10602115,9.1,8.6,9.7,0.3
,"60-64 years ","60-64","Female","F","2019","2019",1056,10714416,9.9,9.3,10.5,0.3
,"60-64 years ","60-64","Female","F","2020","2020",1329,10823072,12.3,11.6,12.9,0.3
,"60-64 years ","60-64","Male","M","1999","1999",68,5079476,1.3,1.0,1.7,0.2
,"60-64 years ","60-64","Male","M","2000","2000",51,5136627,1.0,0.7,1.3,0.1
,"60-64 years ","60-64","Male","M","2001","2001",78,5302150,1.5,1.2,1.8,0.2
,"60-64 years ","60-64","Male","M","2002","2002",110,5508597,2.0,1.6,2.4,0.2
,"60-64 years ","60-64","Male","M","2003","2003",127,5816925,2.2,1.8,2.6,0.2
,"60-64 years ","60-64","Male","M","2004","2004",141,6060330,2.3,1.9,2.7,0.2
,"60-64 years ","60-64","Male","M","2005","2005",183,6277726,2.9,2.5,3.3,0.2
,"60-64 years ","60-64","Male","M","2006","2006",190,6474264,2.9,2.5,3.4,0.2
,"60-64 years ","60-64","Male","M","2007","2007",240,7034464,3.4,3.0,3.8,0.2
,"60-64 years ","60-64","Male","M","2008","2008",304,7362970,4.1,3.7,4.6,0.2
,"60-64 years ","60-64","Male","M","2009","2009",417,7741673,5.4,4.9,5.9,0.3
,"60-64 years ","60-64","Male","M","2010","2010",476,8077500,5.9,5.4,6.4,0.3
,"60-64 years ","60-64","Male","M","2011","2011",518,8542154,6.1,5.5,6.6,0.3
,"60-64 years ","60-64","Male","M","2012","2012",602,8534485,7.1,6.5,7.6,0.3
,"60-64 years ","60-64","Male","M","2013","2013",781,8674373,9.0,8.4,9.6,0.3
,"60-64 years ","60-64","Male","M","2014","2014",851,8877894,9.6,8.9,10.2,0.3
,"60-64 years ","60-64","Male","M","2015","2015",1092,9117180,12.0,11.3,12.7,0.4
,"60-64 years ","60-64","Male","M","2016","2016",1382,9315632,14.8,14.1,15.6,0.4
,"60-64 years ","60-64","Male","M","2017","2017",1643,9557283,17.2,16.4,18.0,0.4
,"60-64 years ","60-64","Male","M","2018","2018",1871,9729536,19.2,18.4,20.1,0.4
,"60-64 years ","60-64","Male","M","2019","2019",2120,9856730,21.5,20.6,22.4,0.5
,"60-64 years ","60-64","Male","M","2020","2020",2904,9977506,29.1,28.0,30.2,0.5
,"65-69 years","65-69","Female","F","1999","1999",25,5141988,0.5,0.3,0.7,0.1
,"65-69 years","65-69","Female","F","2000","2000",27,5133183,0.5,0.3,0.8,0.1
,"65-69 years","65-69","Female","F","2001","2001",26,5134618,0.5,0.3,0.7,0.1
,"65-69 years","65-69","Female","F","2002","2002",57,5163814,1.1,0.8,1.4,0.1
,"65-69 years","65-69","Female","F","2003","2003",54,5253706,1.0,0.8,1.3,0.1
,"65-69 years","65-69","Female","F","2004","2004",63,5370418,1.2,0.9,1.5,0.1
,"65-69 years","65-69","Female","F","2005","2005",91,5469500,1.7,1.3,2.0,0.2
,"65-69 years","65-69","Female","F","2006","2006",84,5609202,1.5,1.2,1.9,0.2
,"65-69 years","65-69","Female","F","2007","2007",95,5824805,1.6,1.3,2.0,0.2
,"65-69 years","65-69","Female","F","2008","2008",117,6147908,1.9,1.6,2.2,0.2
,"65-69 years","65-69","Female","F","2009","2009",145,6407878,2.3,1.9,2.6,0.2
,"65-69 years","65-69","Female","F","2010","2010",142,6582716,2.2,1.8,2.5,0.2
,"65-69 years","65-69","Female","F","2011","2011",185,6801858,2.7,2.3,3.1,0.2
,"65-69 years","65-69","Female","F","2012","2012",202,7370497,2.7,2.4,3.1,0.2
,"65-69 years","65-69","Female","F","2013","2013",243,7695527,3.2,2.8,3.6,0.2
,"65-69 years","65-69","Female","F","2014","2014",307,8076160,3.8,3.4,4.2,0.2
,"65-69 years","65-69","Female","F","2015","2015",315,8471278,3.7,3.3,4.1,0.2
,"65-69 years","65-69","Female","F","2016","2016",367,8883164,4.1,3.7,4.6,0.2
,"65-69 years","65-69","Female","F","2017","2017",401,8906513,4.5,4.1,4.9,0.2
,"65-69 years","65-69","Female","F","2018","2018",417,9052080,4.6,4.2,5.0,0.2
,"65-69 years","65-69","Female","F","2019","2019",457,9255228,4.9,4.5,5.4,0.2
,"65-69 years","65-69","Female","F","2020","2020",578,9483316,6.1,5.6,6.6,0.3
,"65-69 years","65-69","Male","M","1999","1999",38,4399510,0.9,0.6,1.2,0.1
,"65-69 years","65-69","Male","M","2000","2000",26,4400362,0.6,0.4,0.9,0.1
,"65-69 years","65-69","Male","M","2001","2001",34,4427615,0.8,0.5,1.1,0.1
,"65-69 years","65-69","Male","M","2002","2002",49,4474667,1.1,0.8,1.4,0.2
,"65-69 years","65-69","Male","M","2003","2003",59,4577090,1.3,1.0,1.7,0.2
,"65-69 years","65-69","Male","M","2004","2004",60,4703011,1.3,1.0,1.6,0.2
,"65-69 years","65-69","Male","M","2005","2005",65,4809127,1.4,1.0,1.7,0.2
,"65-69 years","65-69","Male","M","2006","2006",76,4943999,1.5,1.2,1.9,0.2
,"65-69 years","65-69","Male","M","2007","2007",88,5145430,1.7,1.4,2.1,0.2
,"65-69 years","65-69","Male","M","2008","2008",127,5446439,2.3,1.9,2.7,0.2
,"65-69 years","65-69","Male","M","2009","2009",131,5684499,2.3,1.9,2.7,0.2
,"65-69 years","65-69","Male","M","2010","2010",114,5852547,1.9,1.6,2.3,0.2
,"65-69 years","65-69","Male","M","2011","2011",166,6071930,2.7,2.3,3.1,0.2
,"65-69 years","65-69","Male","M","2012","2012",211,6606856,3.2,2.8,3.6,0.2
,"65-69 years","65-69","Male","M","2013","2013",238,6913190,3.4,3.0,3.9,0.2
,"65-69 years","65-69","Male","M","2014","2014",309,7249106,4.3,3.8,4.7,0.2
,"65-69 years","65-69","Male","M","2015","2015",443,7596190,5.8,5.3,6.4,0.3
,"65-69 years","65-69","Male","M","2016","2016",533,7936919,6.7,6.1,7.3,0.3
,"65-69 years","65-69","Male","M","2017","2017",696,7929868,8.8,8.1,9.4,0.3
,"65-69 years","65-69","Male","M","2018","2018",889,8034813,11.1,10.3,11.8,0.4
,"65-69 years","65-69","Male","M","2019","2019",1004,8199773,12.2,11.5,13.0,0.4
,"65-69 years","65-69","Male","M","2020","2020",1371,8390351,16.3,15.5,17.2,0.4
,"70-74 years","70-74","Female","F","1999","1999",15,4983436,Unreliable,0.2,0.5,0.1
,"70-74 years","70-74","Female","F","2000","2000",23,4954529,0.5,0.3,0.7,0.1
,"70-74 years","70-74","Female","F","2001","2001",26,4908508,0.5,0.3,0.8,0.1
,"70-74 years","70-74","Female","F","2002","2002",29,4852844,0.6,0.4,0.9,0.1
,"70-74 years","70-74","Female","F","2003","2003",28,4794496,0.6,0.4,0.8,0.1
,"70-74 years","70-74","Female","F","2004","2004",36,4739945,0.8,0.5,1.1,0.1
,"70-74 years","70-74","Female","F","2005","2005",49,4729069,1.0,0.8,1.4,0.1
,"70-74 years","70-74","Female","F","2006","2006",38,4741436,0.8,0.6,1.1,0.1
,"70-74 years","70-74","Female","F","2007","2007",53,4770997,1.1,0.8,1.5,0.2
,"70-74 years","70-74","Female","F","2008","2008",56,4856336,1.2,0.9,1.5,0.2
,"70-74 years","70-74","Female","F","2009","2009",68,4967279,1.4,1.1,1.7,0.2
,"70-74 years","70-74","Female","F","2010","2010",72,5034194,1.4,1.1,1.8,0.2
,"70-74 years","70-74","Female","F","2011","2011",64,5203567,1.2,0.9,1.6,0.2
,"70-74 years","70-74","Female","F","2012","2012",74,5412033,1.4,1.1,1.7,0.2
,"70-74 years","70-74","Female","F","2013","2013",101,5723597,1.8,1.4,2.1,0.2
,"70-74 years","70-74","Female","F","2014","2014",128,5973085,2.1,1.8,2.5,0.2
,"70-74 years","70-74","Female","F","2015","2015",90,6186891,1.5,1.2,1.8,0.2
,"70-74 years","70-74","Female","F","2016","2016",138,6356057,2.2,1.8,2.5,0.2
,"70-74 years","70-74","Female","F","2017","2017",170,6899793,2.5,2.1,2.8,0.2
,"70-74 years","70-74","Female","F","2018","2018",170,7194151,2.4,2.0,2.7,0.2
,"70-74 years","70-74","Female","F","2019","2019",205,7528626,2.7,2.4,3.1,0.2
,"70-74 years","70-74","Female","F","2020","2020",186,7882542,2.4,2.0,2.7,0.2
,"70-74 years","70-74","Male","M","1999","1999",18,3893975,Unreliable,0.3,0.7,0.1
,"70-74 years","70-74","Male","M","2000","2000",13,3902912,Unreliable,0.2,0.6,0.1
,"70-74 years","70-74","Male","M","2001","2001",13,3913438,Unreliable,0.2,0.6,0.1
,"70-74 years","70-74","Male","M","2002","2002",21,3897210,0.5,0.3,0.8,0.1
,"70-74 years","70-74","Male","M","2003","2003",29,3875623,0.7,0.5,1.1,0.1
,"70-74 years","70-74","Male","M","2004","2004",27,3854159,0.7,0.5,1.0,0.1
,"70-74 years","70-74","Male","M","2005","2005",24,3874001,0.6,0.4,0.9,0.1
,"70-74 years","70-74","Male","M","2006","2006",39,3908390,1.0,0.7,1.4,0.2
,"70-74 years","70-74","Male","M","2007","2007",41,3957495,1.0,0.7,1.4,0.2
,"70-74 years","70-74","Male","M","2008","2008",43,4054996,1.1,0.8,1.4,0.2
,"70-74 years","70-74","Male","M","2009","2009",59,4173443,1.4,1.1,1.8,0.2
,"70-74 years","70-74","Male","M","2010","2010",46,4243972,1.1,0.8,1.4,0.2
,"70-74 years","70-74","Male","M","2011","2011",47,4404383,1.1,0.8,1.4,0.2
,"70-74 years","70-74","Male","M","2012","2012",60,4596006,1.3,1.0,1.7,0.2
,"70-74 years","70-74","Male","M","2013","2013",98,4884452,2.0,1.6,2.4,0.2
,"70-74 years","70-74","Male","M","2014","2014",117,5099939,2.3,1.9,2.7,0.2
,"70-74 years","70-74","Male","M","2015","2015",118,5296158,2.2,1.8,2.6,0.2
,"70-74 years","70-74","Male","M","2016","2016",175,5454190,3.2,2.7,3.7,0.2
,"70-74 years","70-74","Male","M","2017","2017",175,5947272,2.9,2.5,3.4,0.2
,"70-74 years","70-74","Male","M","2018","2018",254,6211272,4.1,3.6,4.6,0.3
,"70-74 years","70-74","Male","M","2019","2019",311,6499806,4.8,4.3,5.3,0.3
,"70-74 years","70-74","Male","M","2020","2020",419,6793189,6.2,5.6,6.8,0.3
,"75-79 years","75-79","Female","F","1999","1999",18,4331221,Unreliable,0.2,0.7,0.1
,"75-79 years","75-79","Female","F","2000","2000",11,4371357,Unreliable,0.1,0.5,0.1
,"75-79 years","75-79","Female","F","2001","2001",21,4378159,0.5,0.3,0.7,0.1
,"75-79 years","75-79","Female","F","2002","2002",22,4368692,0.5,0.3,0.8,0.1
,"75-79 years","75-79","Female","F","2003","2003",26,4365982,0.6,0.4,0.9,0.1
,"75-79 years","75-79","Female","F","2004","2004",35,4321319,0.8,0.6,1.1,0.1
,"75-79 years","75-79","Female","F","2005","2005",31,4299256,0.7,0.5,1.0,0.1
,"75-79 years","75-79","Female","F","2006","2006",26,4269136,0.6,0.4,0.9,0.1
,"75-79 years","75-79","Female","F","2007","2007",32,4225224,0.8,0.5,1.1,0.1
,"75-79 years","75-79","Female","F","2008","2008",40,4178497,1.0,0.7,1.3,0.2
,"75-79 years","75-79","Female","F","2009","2009",46,4135780,1.1,0.8,1.5,0.2
,"75-79 years","75-79","Female","F","2010","2010",34,4135407,0.8,0.6,1.1,0.1
,"75-79 years","75-79","Female","F","2011","2011",27,4155949,0.6,0.4,0.9,0.1
,"75-79 years","75-79","Female","F","2012","2012",52,4198131,1.2,0.9,1.6,0.2
,"75-79 years","75-79","Female","F","2013","2013",31,4287534,0.7,0.5,1.0,0.1
,"75-79 years","75-79","Female","F","2014","2014",59,4410758,1.3,1.0,1.7,0.2
,"75-79 years","75-79","Female","F","2015","2015",62,4512927,1.4,1.1,1.8,0.2
,"75-79 years","75-79","Female","F","2016","2016",50,4644276,1.1,0.8,1.4,0.2
,"75-79 years","75-79","Female","F","2017","2017",81,4842445,1.7,1.3,2.1,0.2
,"75-79 years","75-79","Female","F","2018","2018",78,5122392,1.5,1.2,1.9,0.2
,"75-79 years","75-79","Female","F","2019","2019",100,5334166,1.9,1.5,2.2,0.2
,"75-79 years","75-79","Female","F","2020","2020",75,5513149,1.4,1.1,1.7,0.2
,"75-79 years","75-79","Male","M","1999","1999",12,3011385,Unreliable,0.2,0.7,0.1
,"75-79 years","75-79","Male","M","2000","2000",Suppressed,3044456,Suppressed,Suppressed,Suppressed,Suppressed
,"75-79 years","75-79","Male","M","2001","2001",14,3077254,Unreliable,0.2,0.8,0.1
,"75-79 years","75-79","Male","M","2002","2002",18,3101769,Unreliable,0.3,0.9,0.1
,"75-79 years","75-79","Male","M","2003","2003",12,3131860,Unreliable,0.2,0.7,0.1
,"75-79 years","75-79","Male","M","2004","2004",16,3140080,Unreliable,0.3,0.8,0.1
,"75-79 years","75-79","Male","M","2005","2005",18,3164353,Unreliable,0.3,0.9,0.1
,"75-79 years","75-79","Male","M","2006","2006",19,3177898,Unreliable,0.4,0.9,0.1
,"75-79 years","75-79","Male","M","2007","2007",15,3175139,Unreliable,0.3,0.8,0.1
,"75-79 years","75-79","Male","M","2008","2008",11,3167246,Unreliable,0.2,0.6,0.1
,"75-79 years","75-79","Male","M","2009","2009",32,3159284,1.0,0.7,1.4,0.2
,"75-79 years","75-79","Male","M","2010","2010",23,3182388,0.7,0.5,1.1,0.2
,"75-79 years","75-79","Male","M","2011","2011",22,3232738,0.7,0.4,1.0,0.1
,"75-79 years","75-79","Male","M","2012","2012",35,3291452,1.1,0.7,1.5,0.2
,"75-79 years","75-79","Male","M","2013","2013",45,3390347,1.3,1.0,1.8,0.2
,"75-79 years","75-79","Male","M","2014","2014",38,3511566,1.1,0.8,1.5,0.2
,"75-79 years","75-79","Male","M","2015","2015",43,3610906,1.2,0.9,1.6,0.2
,"75-79 years","75-79","Male","M","2016","2016",61,3723619,1.6,1.3,2.1,0.2
,"75-79 years","75-79","Male","M","2017","2017",64,3898816,1.6,1.3,2.1,0.2
,"75-79 years","75-79","Male","M","2018","2018",78,4144674,1.9,1.5,2.3,0.2
,"75-79 years","75-79","Male","M","2019","2019",93,4318499,2.2,1.7,2.6,0.2
,"75-79 years","75-79","Male","M","2020","2020",102,4473684,2.3,1.8,2.7,0.2
,"80-84 years","80-84","Female","F","1999","1999",14,3079977,Unreliable,0.2,0.8,0.1
,"80-84 years","80-84","Female","F","2000","2000",Suppressed,3110470,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Female","F","2001","2001",Suppressed,3211574,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Female","F","2002","2002",12,3295412,Unreliable,0.2,0.6,0.1
,"80-84 years","80-84","Female","F","2003","2003",23,3347175,0.7,0.4,1.0,0.1
,"80-84 years","80-84","Female","F","2004","2004",19,3417423,Unreliable,0.3,0.9,0.1
,"80-84 years","80-84","Female","F","2005","2005",23,3454579,0.7,0.4,1.0,0.1
,"80-84 years","80-84","Female","F","2006","2006",35,3463549,1.0,0.7,1.4,0.2
,"80-84 years","80-84","Female","F","2007","2007",29,3469267,0.8,0.6,1.2,0.2
,"80-84 years","80-84","Female","F","2008","2008",26,3477946,0.7,0.5,1.1,0.1
,"80-84 years","80-84","Female","F","2009","2009",30,3454860,0.9,0.6,1.2,0.2
,"80-84 years","80-84","Female","F","2010","2010",23,3448953,0.7,0.4,1.0,0.1
,"80-84 years","80-84","Female","F","2011","2011",30,3446248,0.9,0.6,1.2,0.2
,"80-84 years","80-84","Female","F","2012","2012",26,3426353,0.8,0.5,1.1,0.1
,"80-84 years","80-84","Female","F","2013","2013",30,3398468,0.9,0.6,1.3,0.2
,"80-84 years","80-84","Female","F","2014","2014",23,3378554,0.7,0.4,1.0,0.1
,"80-84 years","80-84","Female","F","2015","2015",28,3386676,0.8,0.5,1.2,0.2
,"80-84 years","80-84","Female","F","2016","2016",38,3412384,1.1,0.8,1.5,0.2
,"80-84 years","80-84","Female","F","2017","2017",37,3456231,1.1,0.8,1.5,0.2
,"80-84 years","80-84","Female","F","2018","2018",30,3536942,0.8,0.6,1.2,0.2
,"80-84 years","80-84","Female","F","2019","2019",36,3637483,1.0,0.7,1.4,0.2
,"80-84 years","80-84","Female","F","2020","2020",42,3715123,1.1,0.8,1.5,0.2
,"80-84 years","80-84","Male","M","1999","1999",10,1802331,Unreliable,0.3,1.0,0.2
,"80-84 years","80-84","Male","M","2000","2000",10,1834897,Unreliable,0.3,1.0,0.2
,"80-84 years","80-84","Male","M","2001","2001",11,1926631,Unreliable,0.3,1.0,0.2
,"80-84 years","80-84","Male","M","2002","2002",Suppressed,1998991,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Male","M","2003","2003",Suppressed,2051421,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Male","M","2004","2004",Suppressed,2111081,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Male","M","2005","2005",15,2156614,Unreliable,0.4,1.1,0.2
,"80-84 years","80-84","Male","M","2006","2006",20,2184568,0.9,0.6,1.4,0.2
,"80-84 years","80-84","Male","M","2007","2007",16,2217809,Unreliable,0.4,1.2,0.2
,"80-84 years","80-84","Male","M","2008","2008",19,2252413,Unreliable,0.5,1.3,0.2
,"80-84 years","80-84","Male","M","2009","2009",Suppressed,2272851,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Male","M","2010","2010",23,2294374,1.0,0.6,1.5,0.2
,"80-84 years","80-84","Male","M","2011","2011",21,2340295,0.9,0.6,1.4,0.2
,"80-84 years","80-84","Male","M","2012","2012",14,2356698,Unreliable,0.3,1.0,0.2
,"80-84 years","80-84","Male","M","2013","2013",13,2370170,Unreliable,0.3,0.9,0.2
,"80-84 years","80-84","Male","M","2014","2014",21,2381812,0.9,0.5,1.3,0.2
,"80-84 years","80-84","Male","M","2015","2015",30,2412665,1.2,0.8,1.8,0.2
,"80-84 years","80-84","Male","M","2016","2016",23,2453255,0.9,0.6,1.4,0.2
,"80-84 years","80-84","Male","M","2017","2017",25,2509059,1.0,0.6,1.5,0.2
,"80-84 years","80-84","Male","M","2018","2018",36,2590366,1.4,1.0,1.9,0.2
,"80-84 years","80-84","Male","M","2019","2019",36,2679724,1.3,0.9,1.9,0.2
,"80-84 years","80-84","Male","M","2020","2020",35,2749591,1.3,0.9,1.8,0.2
,"85-89 years","85-89","Female","F","1999","1999",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2003","2003",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2005","2005",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2006","2006",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2007","2007",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2008","2008",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2009","2009",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2010","2010",24,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2011","2011",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2012","2012",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2013","2013",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2014","2014",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2015","2015",27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2016","2016",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2017","2017",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2018","2018",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2019","2019",26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","2020","2020",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2003","2003",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2005","2005",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2006","2006",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2007","2007",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2008","2008",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2009","2009",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2010","2010",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2011","2011",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2012","2012",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2013","2013",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2014","2014",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2015","2015",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2016","2016",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2017","2017",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2018","2018",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2019","2019",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","2020","2020",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","1999","1999",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2003","2003",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2006","2006",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2007","2007",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2008","2008",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2009","2009",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2010","2010",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2012","2012",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2013","2013",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2014","2014",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2015","2015",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2016","2016",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2017","2017",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2018","2018",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2019","2019",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","2020","2020",14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
