"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation"
"2024","GA","Georgia","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","Zero days when mental health not good","Overall","Overall","4,338","55.2","53.4","56.9","3,607","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","13","BO1","CAT1","_MENT14D","RESP222","    (32.83968109300048, -83.62758034599966)"
"2024","GA","Georgia","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","1-13 days when mental health not good","Overall","Overall","1,768","28.7","27.1","30.3","3,608","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","13","BO1","CAT1","_MENT14D","RESP223","    (32.83968109300048, -83.62758034599966)"
"2024","GA","Georgia","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","14+ days when mental health not good","Overall","Overall","1,012","16.1","14.8","17.4","3,609","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","13","BO1","CAT1","_MENT14D","RESP224","    (32.83968109300048, -83.62758034599966)"
"2024","GU","Guam","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","Yes","Overall","Overall","643","38.6","31.1","46.0","1,169","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","66","BO1","CAT1","DRNKANY6","RESP046","    (13.444304, 144.793731)"
"2024","GU","Guam","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","No","Overall","Overall","882","61.4","54.0","68.9","1,170","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","66","BO1","CAT1","DRNKANY6","RESP054","    (13.444304, 144.793731)"
"2024","GU","Guam","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","Zero days when mental health not good","Overall","Overall","1,073","61.4","53.6","69.1","3,607","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","66","BO1","CAT1","_MENT14D","RESP222","    (13.444304, 144.793731)"
"2024","GU","Guam","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","1-13 days when mental health not good","Overall","Overall","339","22.4","16.2","28.6","3,608","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","66","BO1","CAT1","_MENT14D","RESP223","    (13.444304, 144.793731)"
"2024","GU","Guam","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","14+ days when mental health not good","Overall","Overall","223","16.2","9.3","23.1","3,609","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","66","BO1","CAT1","_MENT14D","RESP224","    (13.444304, 144.793731)"
"2024","HI","Hawaii","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","Yes","Overall","Overall","2,897","46.7","44.9","48.5","1,169","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","15","BO1","CAT1","DRNKANY6","RESP046","    (21.304850435000446, -157.85774940299973)"
"2024","HI","Hawaii","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","No","Overall","Overall","3,309","53.3","51.5","55.1","1,170","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","15","BO1","CAT1","DRNKANY6","RESP054","    (21.304850435000446, -157.85774940299973)"
"2024","HI","Hawaii","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","Zero days when mental health not good","Overall","Overall","4,150","62.0","60.3","63.7","3,607","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","15","BO1","CAT1","_MENT14D","RESP222","    (21.304850435000446, -157.85774940299973)"
"2024","HI","Hawaii","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","1-13 days when mental health not good","Overall","Overall","1,559","25.4","23.9","26.9","3,608","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","15","BO1","CAT1","_MENT14D","RESP223","    (21.304850435000446, -157.85774940299973)"
"2024","HI","Hawaii","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","14+ days when mental health not good","Overall","Overall","841","12.7","11.5","13.8","3,609","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","15","BO1","CAT1","_MENT14D","RESP224","    (21.304850435000446, -157.85774940299973)"
"2024","IA","Iowa","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","Yes","Overall","Overall","4,295","55.5","54.1","56.9","1,169","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","19","BO1","CAT1","DRNKANY6","RESP046","    (42.46940091300047, -93.81649055599968)"
"2024","IA","Iowa","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","No","Overall","Overall","3,864","44.5","43.1","45.9","1,170","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","19","BO1","CAT1","DRNKANY6","RESP054","    (42.46940091300047, -93.81649055599968)"
"2024","IA","Iowa","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","Zero days when mental health not good","Overall","Overall","5,109","54.8","53.4","56.1","3,607","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","19","BO1","CAT1","_MENT14D","RESP222","    (42.46940091300047, -93.81649055599968)"
"2024","IA","Iowa","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","1-13 days when mental health not good","Overall","Overall","2,378","30.4","29.1","31.7","3,608","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","19","BO1","CAT1","_MENT14D","RESP223","    (42.46940091300047, -93.81649055599968)"
"2024","IA","Iowa","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","14+ days when mental health not good","Overall","Overall","1,157","14.9","13.9","15.9","3,609","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","19","BO1","CAT1","_MENT14D","RESP224","    (42.46940091300047, -93.81649055599968)"
"2024","ID","Idaho","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","Yes","Overall","Overall","1,766","45.3","43.2","47.3","1,169","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","16","BO1","CAT1","DRNKANY6","RESP046","    (43.682630005000476, -114.3637300419997)"
"2024","ID","Idaho","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","No","Overall","Overall","2,392","54.8","52.7","56.8","1,170","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","16","BO1","CAT1","DRNKANY6","RESP054","    (43.682630005000476, -114.3637300419997)"
"2024","ID","Idaho","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","Zero days when mental health not good","Overall","Overall","2,614","59.3","57.3","61.3","3,607","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","16","BO1","CAT1","_MENT14D","RESP222","    (43.682630005000476, -114.3637300419997)"
"2024","ID","Idaho","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","1-13 days when mental health not good","Overall","Overall","1,037","25.1","23.4","26.9","3,608","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","16","BO1","CAT1","_MENT14D","RESP223","    (43.682630005000476, -114.3637300419997)"
"2024","ID","Idaho","Days of Poor Health","Healthy Days","Days when mental health status not good (variable calculated from one or more BRFSS questions)","14+ days when mental health not good","Overall","Overall","617","15.6","14.0","17.2","3,609","%","Crude Prevalence",,,"BRFSS","CLASS20","TOPIC71","16","BO1","CAT1","_MENT14D","RESP224","    (43.682630005000476, -114.3637300419997)"
"2024","IL","Illinois","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","Yes","Overall","Overall","5,992","53.9","52.8","55.1","1,169","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","17","BO1","CAT1","DRNKANY6","RESP046","    (40.48501028300046, -88.99771017799969)"
"2024","IL","Illinois","Alcohol Consumption","Alcohol Consumption","Adults who have had at least one drink of alcohol within the past 30 days","No","Overall","Overall","5,010","46.1","44.9","47.2","1,170","%","Crude Prevalence",,,"BRFSS","CLASS01","TOPIC03","17","BO1","CAT1","DRNKANY6","RESP054","    (40.48501028300046, -88.99771017799969)"
