year,census_region,sex,age5,population
2015,Northeast,Female,75-79,841634
2015,Northeast,Female,80-84,669757
2015,Northeast,Female,85+,889168
2015,Northeast,Male,0-4,1627536
2015,Northeast,Male,10-14,1707268
2015,Northeast,Male,15-19,1845659
2015,Northeast,Male,20-24,1958089
2015,Northeast,Male,25-29,1961350
2015,Northeast,Male,30-34,1826660
2015,Northeast,Male,35-39,1685645
2015,Northeast,Male,40-44,1696357
2015,Northeast,Male,45-49,1863214
2015,Northeast,Male,5-9,1646136
2015,Northeast,Male,50-54,2020242
2015,Northeast,Male,55-59,1966341
2015,Northeast,Male,60-64,1667374
2015,Northeast,Male,65-69,1359235
2015,Northeast,Male,70-74,934085
2015,Northeast,Male,75-79,640192
2015,Northeast,Male,80-84,450614
2015,Northeast,Male,85+,439570
2015,South,Female,0-4,3749026
2015,South,Female,10-14,3871319
2015,South,Female,15-19,3878546
2015,South,Female,20-24,4137985
2015,South,Female,25-29,4184137
2015,South,Female,30-34,4075612
2015,South,Female,35-39,3890969
2015,South,Female,40-44,3930556
2015,South,Female,45-49,3969096
2015,South,Female,5-9,3871046
2015,South,Female,50-54,4258988
2015,South,Female,55-59,4140214
2015,South,Female,60-64,3706461
2015,South,Female,65-69,3233548
2015,South,Female,70-74,2393374
2015,South,Female,75-79,1729781
2015,South,Female,80-84,1257802
2015,South,Female,85+,1391625
2015,South,Male,0-4,3917496
2015,South,Male,10-14,4023257
2015,South,Male,15-19,4061348
2015,South,Male,20-24,4364948
2015,South,Male,25-29,4248951
2015,South,Male,30-34,4049381
2015,South,Male,35-39,3818809
2015,South,Male,40-44,3816434
2015,South,Male,45-49,3856144
2015,South,Male,5-9,4026353
2015,South,Male,50-54,4060856
2015,South,Male,55-59,3850193
2015,South,Male,60-64,3309105
2015,South,Male,65-69,2856087
2015,South,Male,70-74,2040223
2015,South,Male,75-79,1384668
2015,South,Male,80-84,895685
2015,South,Male,85+,747318
2015,West,Female,0-4,2385342
2015,West,Female,10-14,2424778
2015,West,Female,15-19,2428013
2015,West,Female,20-24,2628320
2015,West,Female,25-29,2723463
2015,West,Female,30-34,2656908
2015,West,Female,35-39,2476488
2015,West,Female,40-44,2403911
2015,West,Female,45-49,2402839
2015,West,Female,5-9,2450470
2015,West,Female,50-54,2519406
2015,West,Female,55-59,2488485
2015,West,Female,60-64,2237618
2015,West,Female,65-69,1891342
2015,West,Female,70-74,1354225
2015,West,Female,75-79,960791
2015,West,Female,80-84,702682
2015,West,Female,85+,848633
2015,West,Male,0-4,2501305
2015,West,Male,10-14,2523991
2015,West,Male,15-19,2554717
2015,West,Male,20-24,2842621
2015,West,Male,25-29,2909909
2015,West,Male,30-34,2776211
2015,West,Male,35-39,2544594
2015,West,Male,40-44,2432724
2015,West,Male,45-49,2428576
2015,West,Male,5-9,2564020
2015,West,Male,50-54,2479321
2015,West,Male,55-59,2384481
2015,West,Male,60-64,2067818
2015,West,Male,65-69,1725632
2015,West,Male,70-74,1187769
2015,West,Male,75-79,805452
2015,West,Male,80-84,535839
2015,West,Male,85+,493861
2016,North Central,Female,0-4,2041065
2016,North Central,Female,10-14,2150942
2016,North Central,Female,15-19,2207632
2016,North Central,Female,20-24,2328985
2016,North Central,Female,25-29,2224348
2016,North Central,Female,30-34,2186989
2016,North Central,Female,35-39,2116777
2016,North Central,Female,40-44,1988371
2016,North Central,Female,45-49,2155522
2016,North Central,Female,5-9,2104240
2016,North Central,Female,50-54,2339351
2016,North Central,Female,55-59,2462559
2016,North Central,Female,60-64,2206132
2016,North Central,Female,65-69,1885131
2016,North Central,Female,70-74,1319137
2016,North Central,Female,75-79,995485
2016,North Central,Female,80-84,755596
2016,North Central,Female,85+,968521
2016,North Central,Male,0-4,2137857
2016,North Central,Male,10-14,2247884
2016,North Central,Male,15-19,2313478
2016,North Central,Male,20-24,2439377
2016,North Central,Male,25-29,2309887
2016,North Central,Male,30-34,2219117
2016,North Central,Male,35-39,2136022
2016,North Central,Male,40-44,1983636
2016,North Central,Male,45-49,2142701
2016,North Central,Male,5-9,2200004
2016,North Central,Male,50-54,2287046
2016,North Central,Male,55-59,2366595
2016,North Central,Male,60-64,2081336
2016,North Central,Male,65-69,1721981
2016,North Central,Male,70-74,1143275
2016,North Central,Male,75-79,791309
2016,North Central,Male,80-84,531362
2016,North Central,Male,85+,497890
2016,Northeast,Female,0-4,1544900
2016,Northeast,Female,10-14,1620600
2016,Northeast,Female,15-19,1763607
2016,Northeast,Female,20-24,1876117
2016,Northeast,Female,25-29,1929319
2016,Northeast,Female,30-34,1847602
2016,Northeast,Female,35-39,1746539
2016,Northeast,Female,40-44,1691898
2016,Northeast,Female,45-49,1923311
2016,Northeast,Female,5-9,1567872
2016,Northeast,Female,50-54,2080999
2016,Northeast,Female,55-59,2103092
2016,Northeast,Female,60-64,1854092
2016,Northeast,Female,65-69,1603727
2016,Northeast,Female,70-74,1155741
2016,Northeast,Female,75-79,858263
2016,Northeast,Female,80-84,666264
2016,Northeast,Female,85+,896103
2016,Northeast,Male,0-4,1616901
2016,Northeast,Male,10-14,1691520
2016,Northeast,Male,15-19,1828572
2016,Northeast,Male,20-24,1925269
2016,Northeast,Male,25-29,1979790
2016,Northeast,Male,30-34,1851078
2016,Northeast,Male,35-39,1712743
2016,Northeast,Male,40-44,1638625
2016,Northeast,Male,45-49,1840838
2016,Northeast,Male,5-9,1638847
2016,Northeast,Male,50-54,1974197
2016,Northeast,Male,55-59,1976435
2016,Northeast,Male,60-64,1703234
2016,Northeast,Male,65-69,1417286
2016,Northeast,Male,70-74,960517
2016,Northeast,Male,75-79,655037
2016,Northeast,Male,80-84,453021
2016,Northeast,Male,85+,448374
2016,South,Female,0-4,3770927
2016,South,Female,10-14,3891776
2016,South,Female,15-19,3924044
2016,South,Female,20-24,4075997
2016,South,Female,25-29,4294660
2016,South,Female,30-34,4108565
2016,South,Female,35-39,3991757
2016,South,Female,40-44,3854208
2016,South,Female,45-49,4032754
2016,South,Female,5-9,3876523
2016,South,Female,50-54,4198295
2016,South,Female,55-59,4198616
2016,South,Female,60-64,3800295
2016,South,Female,65-69,3393825
2016,South,Female,70-74,2464675
2016,South,Female,75-79,1790748
2016,South,Female,80-84,1279896
2016,South,Female,85+,1420047
2016,South,Male,0-4,3936575
2016,South,Male,10-14,4045073
2016,South,Male,15-19,4100033
2016,South,Male,20-24,4308724
2016,South,Male,25-29,4362461
2016,South,Male,30-34,4095509
2016,South,Male,35-39,3918651
2016,South,Male,40-44,3741884
2016,South,Male,45-49,3910702
2016,South,Male,5-9,4031896
2016,South,Male,50-54,4008931
2016,South,Male,55-59,3909220
2016,South,Male,60-64,3394587
2016,South,Male,65-69,2979918
2016,South,Male,70-74,2103630
2016,South,Male,75-79,1437930
2016,South,Male,80-84,921079
2016,South,Male,85+,777349
2016,West,Female,0-4,2378640
2016,West,Female,10-14,2435274
2016,West,Female,15-19,2434517
2016,West,Female,20-24,2587671
2016,West,Female,25-29,2809207
2016,West,Female,30-34,2685974
2016,West,Female,35-39,2541460
2016,West,Female,40-44,2376181
2016,West,Female,45-49,2440373
2016,West,Female,5-9,2451518
2016,West,Female,50-54,2469564
2016,West,Female,55-59,2512003
2016,West,Female,60-64,2291781
2016,West,Female,65-69,1990441
2016,West,Female,70-74,1406796
2016,West,Female,75-79,997534
2016,West,Female,80-84,713429
2016,West,Female,85+,862726
2016,West,Male,0-4,2494894
2016,West,Male,10-14,2538252
2016,West,Male,15-19,2557387
2016,West,Male,20-24,2802467
2016,West,Male,25-29,3003421
2016,West,Male,30-34,2824078
2016,West,Male,35-39,2615450
2016,West,Male,40-44,2405016
2016,West,Male,45-49,2462991
2016,West,Male,5-9,2563332
2016,West,Male,50-54,2439454
2016,West,Male,55-59,2411842
2016,West,Male,60-64,2117980
2016,West,Male,65-69,1807344
2016,West,Male,70-74,1235883
2016,West,Male,75-79,836817
2016,West,Male,80-84,547453
2016,West,Male,85+,510531
2017,North Central,Female,0-4,2037198
2017,North Central,Female,10-14,2155592
2017,North Central,Female,15-19,2195932
2017,North Central,Female,20-24,2291998
2017,North Central,Female,25-29,2269025
2017,North Central,Female,30-34,2173690
2017,North Central,Female,35-39,2151419
2017,North Central,Female,40-44,1969064
2017,North Central,Female,45-49,2138867
2017,North Central,Female,5-9,2083787
2017,North Central,Female,50-54,2262734
2017,North Central,Female,55-59,2445621
2017,North Central,Female,60-64,2254083
2017,North Central,Female,65-69,1891799
2017,North Central,Female,70-74,1423420
2017,North Central,Female,75-79,1029562
2017,North Central,Female,80-84,757320
2017,North Central,Female,85+,967705
2017,North Central,Male,0-4,2132849
2017,North Central,Male,10-14,2252488
2017,North Central,Male,15-19,2301026
2017,North Central,Male,20-24,2397325
2017,North Central,Male,25-29,2359734
2017,North Central,Male,30-34,2213959
2017,North Central,Male,35-39,2170891
2017,North Central,Male,40-44,1967479
2017,North Central,Male,45-49,2126351
2017,North Central,Male,5-9,2181695
2017,North Central,Male,50-54,2216518
2017,North Central,Male,55-59,2348842
2017,North Central,Male,60-64,2124129
2017,North Central,Male,65-69,1729840
2017,North Central,Male,70-74,1239974
2017,North Central,Male,75-79,822866
2017,North Central,Male,80-84,538379
2017,North Central,Male,85+,503620
2017,Northeast,Female,0-4,1535773
2017,Northeast,Female,10-14,1614666
2017,Northeast,Female,15-19,1745687
2017,Northeast,Female,20-24,1851640
2017,Northeast,Female,25-29,1938067
2017,Northeast,Female,30-34,1857985
2017,Northeast,Female,35-39,1768547
2017,Northeast,Female,40-44,1665176
2017,Northeast,Female,45-49,1884817
2017,Northeast,Female,5-9,1557707
2017,Northeast,Female,50-54,2031758
2017,Northeast,Female,55-59,2091956
2017,Northeast,Female,60-64,1896853
2017,Northeast,Female,65-69,1593807
2017,Northeast,Female,70-74,1245933
2017,Northeast,Female,75-79,888784
2017,Northeast,Female,80-84,666584
2017,Northeast,Female,85+,896393
2017,Northeast,Male,0-4,1608206
2017,Northeast,Male,10-14,1684983
2017,Northeast,Male,15-19,1808407
2017,Northeast,Male,20-24,1891358
2017,Northeast,Male,25-29,1993968
2017,Northeast,Male,30-34,1869447
2017,Northeast,Male,35-39,1738405
2017,Northeast,Male,40-44,1613865
2017,Northeast,Male,45-49,1806718
2017,Northeast,Male,5-9,1629545
2017,Northeast,Male,50-54,1925350
2017,Northeast,Male,55-59,1966247
2017,Northeast,Male,60-64,1743678
2017,Northeast,Male,65-69,1409905
2017,Northeast,Male,70-74,1044470
2017,Northeast,Male,75-79,682283
2017,Northeast,Male,80-84,456752
2017,Northeast,Male,85+,453520
2017,South,Female,0-4,3778249
2017,South,Female,10-14,3935454
2017,South,Female,15-19,3945485
2017,South,Female,20-24,4035498
2017,South,Female,25-29,4371249
2017,South,Female,30-34,4131075
2017,South,Female,35-39,4069286
2017,South,Female,40-44,3839455
2017,South,Female,45-49,4070669
2017,South,Female,5-9,3862319
2017,South,Female,50-54,4127672
2017,South,Female,55-59,4223946
2017,South,Female,60-64,3903212
2017,South,Female,65-69,3393395
2017,South,Female,70-74,2678597
2017,South,Female,75-79,1870214
2017,South,Female,80-84,1302530
2017,South,Female,85+,1443275
2017,South,Male,0-4,3944697
2017,South,Male,10-14,4094038
2017,South,Male,15-19,4117984
2017,South,Male,20-24,4257341
2017,South,Male,25-29,4453362
2017,South,Male,30-34,4130054
2017,South,Male,35-39,3998530
2017,South,Male,40-44,3723246
2017,South,Male,45-49,3942294
2017,South,Male,5-9,4016272
2017,South,Male,50-54,3945416
2017,South,Male,55-59,3936163
2017,South,Male,60-64,3491021
2017,South,Male,65-69,2958461
2017,South,Male,70-74,2293133
2017,South,Male,75-79,1506983
2017,South,Male,80-84,946334
2017,South,Male,85+,805280
2017,West,Female,0-4,2368822
2017,West,Female,10-14,2461021
2017,West,Female,15-19,2429846
2017,West,Female,20-24,2557398
2017,West,Female,25-29,2869392
2017,West,Female,30-34,2701493
2017,West,Female,35-39,2599519
2017,West,Female,40-44,2383626
2017,West,Female,45-49,2454887
2017,West,Female,5-9,2433928
2017,West,Female,50-54,2423291
2017,West,Female,55-59,2513892
2017,West,Female,60-64,2345129
2017,West,Female,65-69,2005147
2017,West,Female,70-74,1533372
2017,West,Female,75-79,1044408
2017,West,Female,80-84,728819
2017,West,Female,85+,873100
2017,West,Male,0-4,2485178
2017,West,Male,10-14,2569552
2017,West,Male,15-19,2550230
2017,West,Male,20-24,2759763
2017,West,Male,25-29,3074139
2017,West,Male,30-34,2856773
2017,West,Male,35-39,2683708
2017,West,Male,40-44,2414368
2017,West,Male,45-49,2475604
2017,West,Male,5-9,2544093
2017,West,Male,50-54,2399394
2017,West,Male,55-59,2419649
2017,West,Male,60-64,2170348
2017,West,Male,65-69,1810877
2017,West,Male,70-74,1352649
2017,West,Male,75-79,877071
2017,West,Male,80-84,562563
2017,West,Male,85+,524280
2018,North Central,Female,0-4,2022506
2018,North Central,Female,10-14,2156187
2018,North Central,Female,15-19,2184374
2018,North Central,Female,20-24,2265784
2018,North Central,Female,25-29,2290479
2018,North Central,Female,30-34,2167073
2018,North Central,Female,35-39,2179157
2018,North Central,Female,40-44,1978410
2018,North Central,Female,45-49,2108838
2018,North Central,Female,5-9,2066670
2018,North Central,Female,50-54,2185791
2018,North Central,Female,55-59,2419278
2018,North Central,Female,60-64,2294815
2018,North Central,Female,65-69,1927468
2018,North Central,Female,70-74,1479685
2018,North Central,Female,75-79,1083251
2018,North Central,Female,80-84,770865
2018,North Central,Female,85+,967512
2018,North Central,Male,0-4,2119397
2018,North Central,Male,10-14,2250823
2018,North Central,Male,15-19,2288669
2018,North Central,Male,20-24,2362999
2018,North Central,Male,25-29,2390071
2018,North Central,Male,30-34,2216841
2018,North Central,Male,35-39,2196341
2018,North Central,Male,40-44,1982679
2018,North Central,Male,45-49,2092728
2018,North Central,Male,5-9,2165793
2018,North Central,Male,50-54,2147582
2018,North Central,Male,55-59,2324344
2018,North Central,Male,60-64,2160754
2018,North Central,Male,65-69,1762433
2018,North Central,Male,70-74,1294245
2018,North Central,Male,75-79,870407
2018,North Central,Male,80-84,552917
2018,North Central,Male,85+,509462
2018,Northeast,Female,0-4,1523530
2018,Northeast,Female,10-14,1604875
2018,Northeast,Female,15-19,1731436
2018,Northeast,Female,20-24,1822443
2018,Northeast,Female,25-29,1938786
2018,Northeast,Female,30-34,1872511
2018,Northeast,Female,35-39,1787145
2018,Northeast,Female,40-44,1660531
2018,Northeast,Female,45-49,1835282
2018,Northeast,Female,5-9,1548713
2018,Northeast,Female,50-54,1974811
2018,Northeast,Female,55-59,2077383
2018,Northeast,Female,60-64,1931659
2018,Northeast,Female,65-69,1611540
2018,Northeast,Female,70-74,1289662
2018,Northeast,Female,75-79,937639
2018,Northeast,Female,80-84,676336
2018,Northeast,Female,85+,894464
2018,Northeast,Male,0-4,1596693
2018,Northeast,Male,10-14,1675260
2018,Northeast,Male,15-19,1792346
2018,Northeast,Male,20-24,1855086
2018,Northeast,Male,25-29,1998854
2018,Northeast,Male,30-34,1891884
2018,Northeast,Male,35-39,1761592
2018,Northeast,Male,40-44,1613569
2018,Northeast,Male,45-49,1758848
2018,Northeast,Male,5-9,1619701
2018,Northeast,Male,50-54,1871813
2018,Northeast,Male,55-59,1951419
2018,Northeast,Male,60-64,1777358
2018,Northeast,Male,65-69,1428206
2018,Northeast,Male,70-74,1085434
2018,Northeast,Male,75-79,724656
2018,Northeast,Male,80-84,466162
2018,Northeast,Male,85+,458993
2018,South,Female,0-4,3769790
2018,South,Female,10-14,3976035
2018,South,Female,15-19,3959077
2018,South,Female,20-24,4015785
2018,South,Female,25-29,4397816
2018,South,Female,30-34,4161210
2018,South,Female,35-39,4141031
2018,South,Female,40-44,3857380
2018,South,Female,45-49,4076015
2018,South,Female,5-9,3842212
2018,South,Female,50-54,4053243
2018,South,Female,55-59,4249296
2018,South,Female,60-64,3982475
2018,South,Female,65-69,3452699
2018,South,Female,70-74,2800031
2018,South,Female,75-79,1984132
2018,South,Female,80-84,1340326
2018,South,Female,85+,1463638
2018,South,Male,0-4,3934492
2018,South,Male,10-14,4136685
2018,South,Male,15-19,4124788
2018,South,Male,20-24,4219626
2018,South,Male,25-29,4498529
2018,South,Male,30-34,4166659
2018,South,Male,35-39,4068269
2018,South,Male,40-44,3743222
2018,South,Male,45-49,3936134
2018,South,Male,5-9,4000773
2018,South,Male,50-54,3878132
2018,South,Male,55-59,3962146
2018,South,Male,60-64,3572648
2018,South,Male,65-69,2991001
2018,South,Male,70-74,2396617
2018,South,Male,75-79,1606105
2018,South,Male,80-84,982534
2018,South,Male,85+,828882
2018,West,Female,0-4,2340882
2018,West,Female,10-14,2477368
2018,West,Female,15-19,2433811
2018,West,Female,20-24,2537909
2018,West,Female,25-29,2891372
2018,West,Female,30-34,2728021
2018,West,Female,35-39,2651413
2018,West,Female,40-44,2403964
2018,West,Female,45-49,2448336
2018,West,Female,5-9,2418066
2018,West,Female,50-54,2380817
2018,West,Female,55-59,2512926
2018,West,Female,60-64,2378806
2018,West,Female,65-69,2050305
2018,West,Female,70-74,1612431
2018,West,Female,75-79,1111435
2018,West,Female,80-84,750692
2018,West,Female,85+,884133
2018,West,Male,0-4,2455672
2018,West,Male,10-14,2591396
2018,West,Male,15-19,2550160
2018,West,Male,20-24,2728454
2018,West,Male,25-29,3105054
2018,West,Male,30-34,2894950
2018,West,Male,35-39,2747074
2018,West,Male,40-44,2441697
2018,West,Male,45-49,2462344
2018,West,Male,5-9,2526357
2018,West,Male,50-54,2366992
2018,West,Male,55-59,2420890
2018,West,Male,60-64,2208052
2018,West,Male,65-69,1843567
2018,West,Male,70-74,1423859
2018,West,Male,75-79,934450
2018,West,Male,80-84,583949
2018,West,Male,85+,537216
2019,North Central,Female,0-4,2002382
2019,North Central,Female,10-14,2141268
2019,North Central,Female,15-19,2177369
2019,North Central,Female,20-24,2243813
2019,North Central,Female,25-29,2294871
2019,North Central,Female,30-34,2177862
2019,North Central,Female,35-39,2187601
2019,North Central,Female,40-44,2005409
2019,North Central,Female,45-49,2064891
2019,North Central,Female,5-9,2061959
2019,North Central,Female,50-54,2124127
2019,North Central,Female,55-59,2389303
2019,North Central,Female,60-64,2317142
2019,North Central,Female,65-69,1973555
2019,North Central,Female,70-74,1554493
2019,North Central,Female,75-79,1118647
2019,North Central,Female,80-84,788295
2019,North Central,Female,85+,964317
2019,North Central,Male,0-4,2097475
2019,North Central,Male,10-14,2232995
2019,North Central,Male,15-19,2281963
2019,North Central,Male,20-24,2336562
2019,North Central,Male,25-29,2400354
2019,North Central,Male,30-34,2237458
2019,North Central,Male,35-39,2204084
2019,North Central,Male,40-44,2013194
2019,North Central,Male,45-49,2046783
2019,North Central,Male,5-9,2163854
2019,North Central,Male,50-54,2091133
2019,North Central,Male,55-59,2298890
2019,North Central,Male,60-64,2183289
2019,North Central,Male,65-69,1803687
2019,North Central,Male,70-74,1362301
2019,North Central,Male,75-79,902805
2019,North Central,Male,80-84,570086
2019,North Central,Male,85+,514787
2019,Northeast,Female,0-4,1508531
2019,Northeast,Female,10-14,1583356
2019,Northeast,Female,15-19,1718143
2019,Northeast,Female,20-24,1794831
2019,Northeast,Female,25-29,1929884
2019,Northeast,Female,30-34,1891074
2019,Northeast,Female,35-39,1794110
2019,Northeast,Female,40-44,1669442
2019,Northeast,Female,45-49,1776472
2019,Northeast,Female,5-9,1545340
2019,Northeast,Female,50-54,1917578
2019,Northeast,Female,55-59,2063565
2019,Northeast,Female,60-64,1954029
2019,Northeast,Female,65-69,1641118
2019,Northeast,Female,70-74,1344173
2019,Northeast,Female,75-79,969699
2019,Northeast,Female,80-84,688319
2019,Northeast,Female,85+,889464
2019,Northeast,Male,0-4,1580878
2019,Northeast,Male,10-14,1653906
2019,Northeast,Male,15-19,1776629
2019,Northeast,Male,20-24,1823647
2019,Northeast,Male,25-29,1987830
2019,Northeast,Male,30-34,1921005
2019,Northeast,Male,35-39,1777037
2019,Northeast,Male,40-44,1623495
2019,Northeast,Male,45-49,1704101
2019,Northeast,Male,5-9,1616209
2019,Northeast,Male,50-54,1820277
2019,Northeast,Male,55-59,1936764
2019,Northeast,Male,60-64,1798837
2019,Northeast,Male,65-69,1456868
2019,Northeast,Male,70-74,1133959
2019,Northeast,Male,75-79,752593
2019,Northeast,Male,80-84,477044
2019,Northeast,Male,85+,462596
2019,South,Female,0-4,3745928
2019,South,Female,10-14,3983628
2019,South,Female,15-19,3972572
2019,South,Female,20-24,4010458
2019,South,Female,25-29,4389441
2019,South,Female,30-34,4232006
2019,South,Female,35-39,4184976
2019,South,Female,40-44,3905854
2019,South,Female,45-49,4048026
2019,South,Female,5-9,3852353
2019,South,Female,50-54,3991435
2019,South,Female,55-59,4274804
2019,South,Female,60-64,4044550
2019,South,Female,65-69,3537341
2019,South,Female,70-74,2934636
2019,South,Female,75-79,2076428
2019,South,Female,80-84,1384181
2019,South,Female,85+,1481449
2019,South,Male,0-4,3908547
2019,South,Male,10-14,4144538
2019,South,Male,15-19,4133515
2019,South,Male,20-24,4204110
2019,South,Male,25-29,4507475
2019,South,Male,30-34,4243402
2019,South,Male,35-39,4111033
2019,South,Male,40-44,3792234
2019,South,Male,45-49,3899502
2019,South,Male,5-9,4018026
2019,South,Male,50-54,3824078
2019,South,Male,55-59,3988506
2019,South,Male,60-64,3640729
2019,South,Male,65-69,3052995
2019,South,Male,70-74,2505894
2019,South,Male,75-79,1681113
2019,South,Male,80-84,1024228
2019,South,Male,85+,850457
2019,West,Female,0-4,2310635
2019,West,Female,10-14,2471755
2019,West,Female,15-19,2440879
2019,West,Female,20-24,2519086
2019,West,Female,25-29,2890250
2019,West,Female,30-34,2775753
2019,West,Female,35-39,2685893
2019,West,Female,40-44,2433779
2019,West,Female,45-49,2423007
2019,West,Female,5-9,2413481
2019,West,Female,50-54,2357400
2019,West,Female,55-59,2507230
2019,West,Female,60-64,2398695
2019,West,Female,65-69,2103214
2019,West,Female,70-74,1695324
2019,West,Female,75-79,1169392
2019,West,Female,80-84,776688
2019,West,Female,85+,893240
2019,West,Male,0-4,2422307
2019,West,Male,10-14,2586822
2019,West,Male,15-19,2553500
2019,West,Male,20-24,2700433
2019,West,Male,25-29,3108911
2019,West,Male,30-34,2952745
2019,West,Male,35-39,2792787
2019,West,Male,40-44,2478216
2019,West,Male,45-49,2434969
2019,West,Male,5-9,2524673
2019,West,Male,50-54,2351123
2019,West,Male,55-59,2418329
2019,West,Male,60-64,2233875
2019,West,Male,65-69,1886223
2019,West,Male,70-74,1497652
2019,West,Male,75-79,981988
2019,West,Male,80-84,608366
2019,West,Male,85+,548648
2020,North Central,Female,0-4,1984733
2020,North Central,Female,10-14,2230117
2020,North Central,Female,15-19,2224491
2020,North Central,Female,20-24,2232441
2020,North Central,Female,25-29,2251730
2020,North Central,Female,30-34,2212700
2020,North Central,Female,35-39,2213766
2020,North Central,Female,40-44,2071483
2020,North Central,Female,45-49,2028654
2020,North Central,Female,5-9,2080198
2020,North Central,Female,50-54,2115051
2020,North Central,Female,55-59,2355237
2020,North Central,Female,60-64,2330078
2020,North Central,Female,65-69,2017536
2020,North Central,Female,70-74,1613688
2020,North Central,Female,75-79,1100389
2020,North Central,Female,80-84,758208
2020,North Central,Female,85+,877880
2020,North Central,Male,0-4,2078198
2020,North Central,Male,10-14,2341288
2020,North Central,Male,15-19,2339979
2020,North Central,Male,20-24,2316802
2020,North Central,Male,25-29,2330306
2020,North Central,Male,30-34,2271755
2020,North Central,Male,35-39,2267014
2020,North Central,Male,40-44,2114468
2020,North Central,Male,45-49,2058104
2020,North Central,Male,5-9,2186595
2020,North Central,Male,50-54,2137946
2020,North Central,Male,55-59,2323255
2020,North Central,Male,60-64,2253113
2020,North Central,Male,65-69,1884460
2020,North Central,Male,70-74,1440316
2020,North Central,Male,75-79,905983
2020,North Central,Male,80-84,554765
2020,North Central,Male,85+,467067
2020,Northeast,Female,0-4,1528266
2020,Northeast,Female,10-14,1677305
2020,Northeast,Female,15-19,1762200
2020,Northeast,Female,20-24,1797081
2020,Northeast,Female,25-29,1927727
2020,Northeast,Female,30-34,1962966
2020,Northeast,Female,35-39,1866086
2020,Northeast,Female,40-44,1746743
2020,Northeast,Female,45-49,1767998
2020,Northeast,Female,5-9,1588225
2020,Northeast,Female,50-54,1938599
2020,Northeast,Female,55-59,2097920
2020,Northeast,Female,60-64,2010658
2020,Northeast,Female,65-69,1709750
2020,Northeast,Female,70-74,1410723
2020,Northeast,Female,75-79,977653
2020,Northeast,Female,80-84,671462
2020,Northeast,Female,85+,807003
2020,Northeast,Male,0-4,1600892
2020,Northeast,Male,10-14,1763620
2020,Northeast,Male,15-19,1830162
2020,Northeast,Male,20-24,1811569
2020,Northeast,Male,25-29,1951211
2020,Northeast,Male,30-34,1992385
2020,Northeast,Male,35-39,1879331
2020,Northeast,Male,40-44,1726676
2020,Northeast,Male,45-49,1734018
2020,Northeast,Male,5-9,1664627
2020,Northeast,Male,50-54,1885911
2020,Northeast,Male,55-59,2014711
2020,Northeast,Male,60-64,1900711
2020,Northeast,Male,65-69,1553895
2020,Northeast,Male,70-74,1211951
2020,Northeast,Male,75-79,771542
2020,Northeast,Male,80-84,470269
2020,Northeast,Male,85+,418631
2020,South,Female,0-4,3687012
2020,South,Female,10-14,4136059
2020,South,Female,15-19,4054798
2020,South,Female,20-24,4008327
2020,South,Female,25-29,4254104
2020,South,Female,30-34,4308299
2020,South,Female,35-39,4219908
2020,South,Female,40-44,3998089
2020,South,Female,45-49,3979974
2020,South,Female,5-9,3871339
2020,South,Female,50-54,3988809
2020,South,Female,55-59,4247357
2020,South,Female,60-64,4058404
2020,South,Female,65-69,3584287
2020,South,Female,70-74,2997162
2020,South,Female,75-79,2054652
2020,South,Female,80-84,1341781
2020,South,Female,85+,1372782
2020,South,Male,0-4,3846914
2020,South,Male,10-14,4327087
2020,South,Male,15-19,4232054
2020,South,Male,20-24,4162441
2020,South,Male,25-29,4329164
2020,South,Male,30-34,4309656
2020,South,Male,35-39,4214622
2020,South,Male,40-44,3948005
2020,South,Male,45-49,3915281
2020,South,Male,5-9,4045107
2020,South,Male,50-54,3919335
2020,South,Male,55-59,4063218
2020,South,Male,60-64,3762397
2020,South,Male,65-69,3161405
2020,South,Male,70-74,2591916
2020,South,Male,75-79,1684986
2020,South,Male,80-84,1003779
2020,South,Male,85+,784771
2020,West,Female,0-4,2229727
2020,West,Female,10-14,2541734
2020,West,Female,15-19,2491858
2020,West,Female,20-24,2487109
2020,West,Female,25-29,2789269
2020,West,Female,30-34,2819202
2020,West,Female,35-39,2706625
2020,West,Female,40-44,2485237
2020,West,Female,45-49,2383035
2020,West,Female,5-9,2393904
2020,West,Female,50-54,2366744
2020,West,Female,55-59,2472414
2020,West,Female,60-64,2401533
2020,West,Female,65-69,2129898
2020,West,Female,70-74,1745082
2020,West,Female,75-79,1169512
2020,West,Female,80-84,759068
2020,West,Female,85+,826920
2020,West,Male,0-4,2336133
2020,West,Male,10-14,2677126
2020,West,Male,15-19,2606543
2020,West,Male,20-24,2657855
2020,West,Male,25-29,2967988
2020,West,Male,30-34,2998046
2020,West,Male,35-39,2865468
2020,West,Male,40-44,2579914
2020,West,Male,45-49,2450627
2020,West,Male,5-9,2515141
2020,West,Male,50-54,2425990
2020,West,Male,55-59,2452651
2020,West,Male,60-64,2307639
2020,West,Male,65-69,1953065
2020,West,Male,70-74,1564147
2020,West,Male,75-79,996610
2020,West,Male,80-84,601605
2020,West,Male,85+,505962
